week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1998-08-23,12,9913133,Chicago,Ambassador Theatre,683356,649630,58.16,75,11750,1460,1.006,8,0
1998-08-23,12,9913133,Les Miserables,Imperial Theatre,523462,604476,47.13,75,11106,1413,0.9825,8,0
1998-08-23,12,9913133,Rent,Nederlander Theatre,557426,528739,58.52,75,9525,1181,1.0081,8,0
1998-08-23,12,9913133,The Lion King,Minskoff Theatre,818863,796540,57.69,75,14195,1745,1.0168,8,0
1998-08-23,12,9913133,The Phantom of the Opera,Majestic Theatre,723643,738581,61.07,75,11849,1609,0.9205,8,0
1998-08-30,13,9435460,Beauty and the Beast,Lunt-Fontanne Theatre,542956,807286,55.16,75,9843,1740,0.7071,8,0
1998-08-30,13,9435460,Cats,Winter Garden Theatre,413805,717669,45.11,70,9174,1482,0.7738,8,0
1998-08-30,13,9435460,Chicago,Ambassador Theatre,670173,649630,58.48,75,11460,1460,0.9812,8,0
1998-08-30,13,9435460,Les Miserables,Imperial Theatre,474979,604476,45.22,75,10503,1413,0.9291,8,0
1998-08-30,13,9435460,Rent,Nederlander Theatre,522461,528739,57.22,75,9131,1181,0.9664,8,0
1998-08-30,13,9435460,The Lion King,Minskoff Theatre,824408,796540,58.04,75,14204,1745,1.0175,8,0
1998-08-30,13,9435460,The Phantom of the Opera,Majestic Theatre,638256,738581,60.41,75,10565,1609,0.8208,8,0
1998-09-06,14,8205498,Beauty and the Beast,Lunt-Fontanne Theatre,529208,807286,56.11,75,9432,1740,0.6776,8,0
1998-09-06,14,8205498,Cats,Winter Garden Theatre,375544,717669,45.61,70,8233,1482,0.6944,8,0
1998-09-06,14,8205498,Chicago,Ambassador Theatre,647294,649630,58.58,75,11050,1460,0.9461,8,0
1998-09-06,14,8205498,Les Miserables,Imperial Theatre,427771,604476,45.89,75,9321,1413,0.8246,8,0
1998-09-06,14,8205498,Rent,Nederlander Theatre,515635,528739,57.31,75,8997,1181,0.9523,8,0
1998-09-06,14,8205498,The Lion King,Minskoff Theatre,822329,796540,57.88,75,14208,1745,1.0178,8,0
1998-09-06,14,8205498,The Phantom of the Opera,Majestic Theatre,558481,738581,60.13,75,9288,1609,0.7216,8,0
1998-09-13,15,7681222,Beauty and the Beast,Lunt-Fontanne Theatre,485941,807286,49.56,75,9805,1740,0.7044,8,0
1998-09-13,15,7681222,Cats,Winter Garden Theatre,323039,717669,45.42,70,7112,1482,0.5999,8,0
1998-09-13,15,7681222,Chicago,Ambassador Theatre,616823,649630,58.02,75,10631,1460,0.9102,8,0
1998-09-13,15,7681222,Les Miserables,Imperial Theatre,392929,604476,47.6,75,8255,1413,0.7303,8,0
1998-09-13,15,7681222,Rent,Nederlander Theatre,455907,528739,57.52,75,7926,1181,0.8389,8,0
1998-09-13,15,7681222,The Lion King,Minskoff Theatre,819025,796540,57.66,75,14205,1745,1.0176,8,0
1998-09-13,15,7681222,The Phantom of the Opera,Majestic Theatre,633892,738581,59.43,75,10666,1609,0.8286,8,0
1998-09-20,16,8210816,Beauty and the Beast,Lunt-Fontanne Theatre,562593,807286,56.38,75,9978,1740,0.7168,8,0
1998-09-20,16,8210816,Cats,Winter Garden Theatre,332734,717669,45.33,70,7340,1482,0.6191,8,0
1998-09-20,16,8210816,Chicago,Ambassador Theatre,647279,649630,58.43,75,11078,1460,0.9485,8,0
1998-09-20,16,8210816,Les Miserables,Imperial Theatre,453453,604476,46.44,75,9764,1413,0.8638,8,0
1998-09-20,16,8210816,Rent,Nederlander Theatre,471056,528739,58,75,8121,1181,0.8595,8,0
1998-09-20,16,8210816,The Lion King,Minskoff Theatre,931077,796540,65.67,75,14178,1745,0.9028,9,0
1998-09-20,16,8210816,The Phantom of the Opera,Majestic Theatre,655497,738581,59.02,75,11106,1609,0.8628,8,0
1998-09-27,17,8056958,Beauty and the Beast,Lunt-Fontanne Theatre,564812,807286,56.48,75,10001,1740,0.7185,8,0
1998-09-27,17,8056958,Cats,Winter Garden Theatre,339649,717669,45.45,70,7473,1482,0.6303,8,0
1998-09-27,17,8056958,Chicago,Ambassador Theatre,652988,649630,58.32,75,11197,1460,0.9586,8,0
1998-09-27,17,8056958,Les Miserables,Imperial Theatre,421589,604476,47.1,75,8951,1413,0.7918,8,0
1998-09-27,17,8056958,Rent,Nederlander Theatre,470724,528739,56.53,75,8327,1181,0.8814,8,0
1998-09-27,17,8056958,The Lion King,Minskoff Theatre,820589,796540,57.74,75,14211,1745,1.018,8,0
1998-09-27,17,8056958,The Phantom of the Opera,Majestic Theatre,662480,738581,58.45,75,11334,1609,0.8805,8,0
1998-10-04,18,8311912,Beauty and the Beast,Lunt-Fontanne Theatre,616865,807286,56.42,75,10933,1740,0.7854,8,0
1998-10-04,18,8311912,Cats,Winter Garden Theatre,351606,717669,44.42,70,7915,1482,0.6676,8,0
1998-10-04,18,8311912,Chicago,Ambassador Theatre,633643,649630,58.64,75,10805,1460,0.9251,8,0
1998-10-04,18,8311912,Les Miserables,Imperial Theatre,424953,604476,46.74,75,9092,1413,0.8043,8,0
1998-10-04,18,8311912,Rent,Nederlander Theatre,445753,528739,57.19,75,7794,1181,0.8249,8,0
1998-10-04,18,8311912,The Lion King,Minskoff Theatre,823434,796540,57.96,75,14208,1745,1.0178,8,0
1998-10-04,18,8311912,The Phantom of the Opera,Majestic Theatre,625051,738581,56.93,75,10979,1609,0.8529,8,0
1998-10-11,19,9992834,Beauty and the Beast,Lunt-Fontanne Theatre,650576,807286,57.07,75,11400,1740,0.819,8,0
1998-10-11,19,9992834,Cats,Winter Garden Theatre,450250,717669,46.93,70,9595,1482,0.8093,8,0
1998-10-11,19,9992834,Chicago,Ambassador Theatre,676828,649630,58.37,75,11595,1460,0.9927,8,0
1998-10-11,19,9992834,Les Miserables,Imperial Theatre,500039,604476,49.55,75,10092,1413,0.8928,8,0
1998-10-11,19,9992834,Rent,Nederlander Theatre,531150,528739,58.14,75,9136,1181,0.967,8,0
1998-10-11,19,9992834,The Lion King,Minskoff Theatre,826495,796540,58.13,75,14217,1745,1.0184,8,0
1998-10-11,19,9992834,The Phantom of the Opera,Majestic Theatre,689199,738581,57.44,75,11998,1609,0.9321,8,0
1998-10-18,20,10327131,Beauty and the Beast,Lunt-Fontanne Theatre,691859,807286,58.32,75,11863,1740,0.8522,8,0
1998-10-18,20,10327131,Cats,Winter Garden Theatre,408164,717669,46.48,70,8782,1482,0.7407,8,0
1998-10-18,20,10327131,Chicago,Ambassador Theatre,682020,649630,58.38,75,11683,1460,1.0003,8,0
1998-10-18,20,10327131,Les Miserables,Imperial Theatre,475265,604476,47.9,75,9921,1413,0.8777,8,0
1998-10-18,20,10327131,Rent,Nederlander Theatre,497213,528739,57.78,75,8605,1181,0.9108,8,0
1998-10-18,20,10327131,The Lion King,Minskoff Theatre,819282,796540,57.72,75,14193,1745,1.0167,8,0
1998-10-18,20,10327131,The Phantom of the Opera,Majestic Theatre,744781,738581,57.09,75,13046,1609,1.0135,8,0
1998-10-25,21,10796464,Beauty and the Beast,Lunt-Fontanne Theatre,644018,807286,57.33,75,11234,1740,0.807,8,0
1998-10-25,21,10796464,Cats,Winter Garden Theatre,375172,717669,45.56,70,8234,1482,0.6945,8,0
1998-10-25,21,10796464,Chicago,Ambassador Theatre,676552,649630,58.51,75,11563,1460,0.99,8,0
1998-10-25,21,10796464,Les Miserables,Imperial Theatre,450702,604476,46.38,75,9718,1413,0.8597,8,0
1998-10-25,21,10796464,Rent,Nederlander Theatre,485283,528739,56.68,75,8562,1181,0.9062,8,0
1998-10-25,21,10796464,The Lion King,Minskoff Theatre,822182,812835,57.93,80,14193,1745,1.0167,8,0
1998-10-25,21,10796464,The Phantom of the Opera,Majestic Theatre,702173,738581,57.25,75,12266,1609,0.9529,8,0
1998-11-01,22,9480444,Beauty and the Beast,Lunt-Fontanne Theatre,537755,807286,56.29,75,9553,1740,0.6863,8,0
1998-11-01,22,9480444,Cats,Winter Garden Theatre,289028,717669,43.42,70,6656,1482,0.5614,8,0
1998-11-01,22,9480444,Chicago,Ambassador Theatre,632296,649630,59.95,75,10547,1460,0.903,8,0
1998-11-01,22,9480444,Les Miserables,Imperial Theatre,349388,604476,43.65,75,8004,1413,0.7081,8,0
1998-11-01,22,9480444,Rent,Nederlander Theatre,427450,528739,54.07,75,7905,1181,0.8367,8,0
1998-11-01,22,9480444,The Lion King,Minskoff Theatre,823426,812835,57.97,80,14205,1745,1.0176,8,0
1998-11-01,22,9480444,The Phantom of the Opera,Majestic Theatre,618528,738581,56.53,75,10941,1609,0.85,8,0
1998-11-08,23,10581623,Beauty and the Beast,Lunt-Fontanne Theatre,592065,807286,55.63,75,10642,1740,0.7645,8,0
1998-11-08,23,10581623,Cats,Winter Garden Theatre,331894,717669,46.22,70,7180,1482,0.6056,8,0
1998-11-08,23,10581623,Chicago,Ambassador Theatre,651020,649630,58.64,75,11102,1460,0.9505,8,0
1998-11-08,23,10581623,Les Miserables,Imperial Theatre,419792,604476,46.79,75,8971,1413,0.7936,8,0
1998-11-08,23,10581623,Rent,Nederlander Theatre,472716,528739,56.52,75,8364,1181,0.8853,8,0
1998-11-08,23,10581623,The Lion King,Minskoff Theatre,825130,812835,58.1,80,14202,1745,1.0173,8,0
1998-11-08,23,10581623,The Phantom of the Opera,Majestic Theatre,653053,738581,56.44,75,11570,1609,0.8989,8,0
1998-11-15,24,11363837,Beauty and the Beast,Lunt-Fontanne Theatre,697668,807286,57.81,75,12068,1740,0.867,8,0
1998-11-15,24,11363837,Cats,Winter Garden Theatre,395154,717669,45.71,70,8644,1482,0.7291,8,0
1998-11-15,24,11363837,Chicago,Ambassador Theatre,657188,649630,58.46,75,11241,1460,0.9624,8,0
1998-11-15,24,11363837,Les Miserables,Imperial Theatre,477703,604476,46.73,75,10222,1413,0.9043,8,0
1998-11-15,24,11363837,Rent,Nederlander Theatre,504340,528739,56.23,75,8969,1181,0.9493,8,0
1998-11-15,24,11363837,The Lion King,Minskoff Theatre,820156,812835,57.81,80,14187,1745,1.0163,8,0
1998-11-15,24,11363837,The Phantom of the Opera,Majestic Theatre,680296,738581,56.35,75,12073,1609,0.9379,8,0
1998-11-22,25,11082905,Beauty and the Beast,Lunt-Fontanne Theatre,635457,807286,56.15,75,11317,1740,0.813,8,0
1998-11-22,25,11082905,Cats,Winter Garden Theatre,318321,717669,45.34,70,7020,1482,0.5921,8,0
1998-11-22,25,11082905,Chicago,Ambassador Theatre,651125,649630,58.72,75,11088,1460,0.9493,8,0
1998-11-22,25,11082905,Les Miserables,Imperial Theatre,420211,604476,44.65,75,9412,1413,0.8326,8,0
1998-11-22,25,11082905,Rent,Nederlander Theatre,479480,528739,57.67,75,8314,1181,0.88,8,0
1998-11-22,25,11082905,The Lion King,Minskoff Theatre,821097,812835,57.82,80,14201,1745,1.0173,8,0
1998-11-22,25,11082905,The Phantom of the Opera,Majestic Theatre,631472,738581,56.51,75,11175,1609,0.8682,8,0
1998-11-29,26,13943811,Beauty and the Beast,Lunt-Fontanne Theatre,774813,807286,58.84,75,13169,1740,0.946,8,0
1998-11-29,26,13943811,Cats,Winter Garden Theatre,539119,717669,53.19,70,10136,1482,0.8549,8,0
1998-11-29,26,13943811,Chicago,Ambassador Theatre,694504,649630,58.83,75,11805,1460,1.0107,8,0
1998-11-29,26,13943811,Les Miserables,Imperial Theatre,618223,604476,56.18,75,11005,1413,0.9735,8,0
1998-11-29,26,13943811,Rent,Nederlander Theatre,564334,528739,59.06,75,9555,1181,1.0113,8,0
1998-11-29,26,13943811,The Lion King,Minskoff Theatre,846977,812835,59.63,80,14204,1745,1.0175,8,0
1998-11-29,26,13943811,The Phantom of the Opera,Majestic Theatre,818253,738581,62.61,75,13069,1609,1.0153,8,0
1998-12-06,27,12761152,Beauty and the Beast,Lunt-Fontanne Theatre,724041,807286,57.84,75,12519,1740,0.8994,8,0
1998-12-06,27,12761152,Cats,Winter Garden Theatre,423982,717669,44.7,70,9485,1482,0.8,8,0
1998-12-06,27,12761152,Chicago,Ambassador Theatre,663573,649630,58.03,75,11435,1460,0.979,8,0
1998-12-06,27,12761152,Les Miserables,Imperial Theatre,469793,604476,49.66,75,9461,1413,0.837,8,0
1998-12-06,27,12761152,Rent,Nederlander Theatre,493435,528739,58.17,75,8483,1181,0.8979,8,0
1998-12-06,27,12761152,The Lion King,Minskoff Theatre,822221,812835,57.91,80,14198,1745,1.017,8,0
1998-12-06,27,12761152,The Phantom of the Opera,Majestic Theatre,670569,738581,56.87,75,11792,1609,0.9161,8,0
1998-12-13,28,12721324,Beauty and the Beast,Lunt-Fontanne Theatre,721593,807286,58.03,75,12434,1740,0.8932,8,0
1998-12-13,28,12721324,Cats,Winter Garden Theatre,405851,717669,44.88,70,9044,1482,0.7628,8,0
1998-12-13,28,12721324,Chicago,Ambassador Theatre,663181,649630,57.65,75,11504,1460,0.9849,8,0
1998-12-13,28,12721324,Les Miserables,Imperial Theatre,476569,604476,49.13,75,9700,1413,0.8581,8,0
1998-12-13,28,12721324,Rent,Nederlander Theatre,495383,528739,59.07,75,8386,1181,0.8876,8,0
1998-12-13,28,12721324,The Lion King,Minskoff Theatre,933996,903150,58.56,80,15949,1745,1.0155,9,0
1998-12-13,28,12721324,The Phantom of the Opera,Majestic Theatre,683677,738581,56.44,75,12113,1609,0.941,8,0
1998-12-20,29,11931382,Beauty and the Beast,Lunt-Fontanne Theatre,704540,807286,58.96,75,11950,1740,0.8585,8,0
1998-12-20,29,11931382,Cats,Winter Garden Theatre,399367,717669,45.23,70,8829,1482,0.7447,8,0
1998-12-20,29,11931382,Chicago,Ambassador Theatre,637399,649630,58.74,75,10851,1460,0.929,8,0
1998-12-20,29,11931382,Les Miserables,Imperial Theatre,472258,604476,49.1,75,9619,1413,0.8509,8,0
1998-12-20,29,11931382,Rent,Nederlander Theatre,526543,528739,59.22,75,8892,1181,0.9412,8,0
1998-12-20,29,11931382,The Lion King,Minskoff Theatre,828521,903150,58.38,80,14191,1745,1.0165,8,0
1998-12-20,29,11931382,The Phantom of the Opera,Majestic Theatre,679260,738581,55.83,75,12166,1609,0.9452,8,0
1998-12-27,30,14090972,Beauty and the Beast,Lunt-Fontanne Theatre,826039,807286,64.27,80,12853,1740,0.9233,8,0
1998-12-27,30,14090972,Cats,Winter Garden Theatre,532694,717669,53.47,70,9962,1482,0.8402,8,0
1998-12-27,30,14090972,Chicago,Ambassador Theatre,675144,649630,58.38,75,11564,1460,0.9901,8,0
1998-12-27,30,14090972,Les Miserables,Imperial Theatre,637365,604476,59.19,80,10769,1413,0.9527,8,0
1998-12-27,30,14090972,Rent,Nederlander Theatre,577946,528739,61.91,75,9336,1181,0.9881,8,0
1998-12-27,30,14090972,The Lion King,Minskoff Theatre,981588,903150,69.05,80,14216,1754,1.0131,8,0
1998-12-27,30,14090972,The Phantom of the Opera,Majestic Theatre,866803,738581,66.27,80,13080,1609,1.0162,8,0
1999-01-03,31,17271543,Beauty and the Beast,Lunt-Fontanne Theatre,854285,807286,64.43,85,13260,1740,0.9526,8,0
1999-01-03,31,17271543,Cats,Winter Garden Theatre,670573,717669,58.24,75,11513,1482,0.9711,8,0
1999-01-03,31,17271543,Chicago,Ambassador Theatre,703424,649630,61.47,150,11443,1460,0.9797,8,0
1999-01-03,31,17271543,Les Miserables,Imperial Theatre,773878,604476,68.3,80,11330,1416,1.0002,8,0
1999-01-03,31,17271543,Rent,Nederlander Theatre,617919,528739,64.21,100,9624,1181,1.0186,8,0
1999-01-03,31,17271543,The Lion King,Minskoff Theatre,989132,903150,69.64,95,14204,1754,1.0123,8,0
1999-01-03,31,17271543,The Phantom of the Opera,Majestic Theatre,903824,738581,69.1,80,13080,1609,1.0162,8,0
1999-01-10,32,11451627,Beauty and the Beast,Lunt-Fontanne Theatre,604929,807286,51.54,75,11736,1740,0.8431,8,0
1999-01-10,32,11451627,Cats,Winter Garden Theatre,377393,717669,42.86,70,8805,1482,0.7427,8,0
1999-01-10,32,11451627,Chicago,Ambassador Theatre,626180,649630,60.02,75,10432,1460,0.8932,8,0
1999-01-10,32,11451627,Les Miserables,Imperial Theatre,459332,604476,40.88,75,11237,1416,0.992,8,0
1999-01-10,32,11451627,Rent,Nederlander Theatre,546789,528739,57.82,75,9457,1181,1.001,8,0
1999-01-10,32,11451627,The Lion King,Minskoff Theatre,840619,903150,59.22,80,14195,1754,1.0116,8,0
1999-01-10,32,11451627,The Phantom of the Opera,Majestic Theatre,714001,738581,56.53,75,12631,1609,0.9813,8,0
1999-01-17,33,11054902,Beauty and the Beast,Lunt-Fontanne Theatre,570876,807286,49.85,75,11451,1740,0.8226,8,0
1999-01-17,33,11054902,Cats,Winter Garden Theatre,329216,717669,44.27,70,7437,1482,0.6273,8,0
1999-01-17,33,11054902,Chicago,Ambassador Theatre,606543,649630,58.42,75,10383,1460,0.889,8,0
1999-01-17,33,11054902,Les Miserables,Imperial Theatre,457169,604476,41.38,75,11047,1416,0.9752,8,0
1999-01-17,33,11054902,Rent,Nederlander Theatre,512539,528739,57.91,75,8850,1181,0.9367,8,0
1999-01-17,33,11054902,The Lion King,Minskoff Theatre,835021,903150,58.78,80,14206,1754,1.0124,8,0
1999-01-17,33,11054902,The Phantom of the Opera,Majestic Theatre,620346,738581,54.82,75,11317,1609,0.8792,8,0
1999-01-24,34,10437246,Beauty and the Beast,Lunt-Fontanne Theatre,544391,807286,49.4,75,11019,1740,0.7916,8,0
1999-01-24,34,10437246,Cats,Winter Garden Theatre,282953,717669,43.12,70,6562,1482,0.5535,8,0
1999-01-24,34,10437246,Chicago,Ambassador Theatre,649434,649630,57.8,75,11236,1460,0.962,8,0
1999-01-24,34,10437246,Les Miserables,Imperial Theatre,409803,604476,39.66,75,10334,1416,0.9123,8,0
1999-01-24,34,10437246,Rent,Nederlander Theatre,476674,528739,55.91,75,8525,1181,0.9023,8,0
1999-01-24,34,10437246,The Lion King,Minskoff Theatre,842989,903150,59.39,80,14193,1754,1.0115,8,0
1999-01-24,34,10437246,The Phantom of the Opera,Majestic Theatre,607016,738581,55.05,75,11026,1609,0.8566,8,0
1999-01-31,35,9756171,Beauty and the Beast,Lunt-Fontanne Theatre,543640,807286,48.6,75,11186,1740,0.8036,8,0
1999-01-31,35,9756171,Cats,Winter Garden Theatre,245291,717669,41.79,70,5870,1482,0.4951,8,0
1999-01-31,35,9756171,Chicago,Ambassador Theatre,529080,649630,57.44,75,9211,1460,0.7886,8,0
1999-01-31,35,9756171,Les Miserables,Imperial Theatre,384978,604476,38.73,75,9940,1417,0.8769,8,0
1999-01-31,35,9756171,Rent,Nederlander Theatre,446994,528739,51.86,75,8620,1181,0.9124,8,0
1999-01-31,35,9756171,The Lion King,Minskoff Theatre,841484,903150,59.26,80,14199,1754,1.0119,8,0
1999-01-31,35,9756171,The Phantom of the Opera,Majestic Theatre,554082,738581,51.49,75,10762,1607,0.8371,8,0
1999-02-07,36,10105010,Beauty and the Beast,Lunt-Fontanne Theatre,531384,807286,48.37,75,10985,1740,0.7892,8,0
1999-02-07,36,10105010,Cats,Winter Garden Theatre,220083,717669,43.34,70,5078,1482,0.4283,8,0
1999-02-07,36,10105010,Chicago,Ambassador Theatre,521430,649630,56.13,75,9289,1460,0.7953,8,0
1999-02-07,36,10105010,Les Miserables,Imperial Theatre,382650,604476,39.56,75,9673,1417,0.8533,8,0
1999-02-07,36,10105010,Rent,Nederlander Theatre,450334,528739,52.28,75,8614,1181,0.9117,8,0
1999-02-07,36,10105010,The Lion King,Minskoff Theatre,844634,903150,59.46,80,14205,1754,1.0123,8,0
1999-02-07,36,10105010,The Phantom of the Opera,Majestic Theatre,527082,738581,51.88,75,10159,1607,0.7902,8,0
1999-02-14,37,11363192,Beauty and the Beast,Lunt-Fontanne Theatre,575850,807286,45.6,75,12627,1740,0.9071,8,0
1999-02-14,37,11363192,Cats,Winter Garden Theatre,370077,717669,49,70,7553,1482,0.6371,8,0
1999-02-14,37,11363192,Chicago,Ambassador Theatre,583328,649630,58.65,75,9946,1460,0.8515,8,0
1999-02-14,37,11363192,Les Miserables,Imperial Theatre,462941,604476,44.27,75,10457,1417,0.9225,8,0
1999-02-14,37,11363192,Rent,Nederlander Theatre,494103,528739,56.3,75,8776,1181,0.9289,8,0
1999-02-14,37,11363192,The Lion King,Minskoff Theatre,844483,903150,59.46,80,14203,1754,1.0122,8,0
1999-02-14,37,11363192,The Phantom of the Opera,Majestic Theatre,587010,738581,54.57,75,10757,1607,0.8367,8,0
1999-02-21,38,12137827,Beauty and the Beast,Lunt-Fontanne Theatre,605825,807286,48.24,75,12558,1740,0.9022,8,0
1999-02-21,38,12137827,Cats,Winter Garden Theatre,416436,717669,42.91,70,9706,1482,0.8187,8,0
1999-02-21,38,12137827,Chicago,Ambassador Theatre,612764,649630,58.63,75,10452,1460,0.8949,8,0
1999-02-21,38,12137827,Les Miserables,Imperial Theatre,451506,604476,40.39,75,11178,1417,0.9861,8,0
1999-02-21,38,12137827,Rent,Nederlander Theatre,518445,528739,54.54,75,9505,1181,1.006,8,0
1999-02-21,38,12137827,The Lion King,Minskoff Theatre,843721,903150,59.37,80,14211,1754,1.0128,8,0
1999-02-21,38,12137827,The Phantom of the Opera,Majestic Theatre,701895,738581,55.2,75,12716,1607,0.9891,8,0
1999-02-28,39,10644765,Beauty and the Beast,Lunt-Fontanne Theatre,590452,807286,47.48,75,12437,1740,0.8935,8,0
1999-02-28,39,10644765,Cats,Winter Garden Theatre,265736,717669,44.49,70,5973,1482,0.5038,8,0
1999-02-28,39,10644765,Chicago,Ambassador Theatre,551604,649630,58.54,75,9423,1460,0.8068,8,0
1999-02-28,39,10644765,Les Miserables,Imperial Theatre,403443,604476,39.26,75,10276,1417,0.9065,8,0
1999-02-28,39,10644765,Rent,Nederlander Theatre,474593,528739,54.51,75,8707,1181,0.9216,8,0
1999-02-28,39,10644765,The Lion King,Minskoff Theatre,847230,903150,59.63,80,14209,1754,1.0126,8,0
1999-02-28,39,10644765,The Phantom of the Opera,Majestic Theatre,558248,738581,53.52,75,10431,1607,0.8114,8,0
1999-03-07,40,10338437,Beauty and the Beast,Lunt-Fontanne Theatre,509962,807286,52.94,75,9632,1740,0.692,8,0
1999-03-07,40,10338437,Cats,Winter Garden Theatre,291697,717669,44.2,70,6600,1482,0.5567,8,0
1999-03-07,40,10338437,Chicago,Ambassador Theatre,577169,649630,58.07,75,9939,1460,0.8509,8,0
1999-03-07,40,10338437,Les Miserables,Imperial Theatre,433574,604476,39.56,75,10959,1417,0.9667,8,0
1999-03-07,40,10338437,Rent,Nederlander Theatre,465703,528739,54.89,75,8485,1181,0.8981,8,0
1999-03-07,40,10338437,The Lion King,Minskoff Theatre,843978,903150,59.39,80,14211,1754,1.0128,8,0
1999-03-07,40,10338437,The Phantom of the Opera,Majestic Theatre,540351,738581,54.11,75,9987,1607,0.7768,8,0
1999-03-14,41,11542962,Beauty and the Beast,Lunt-Fontanne Theatre,561700,807286,53.99,75,10404,1740,0.7474,8,0
1999-03-14,41,11542962,Cats,Winter Garden Theatre,347022,717669,43.44,70,7988,1482,0.6738,8,0
1999-03-14,41,11542962,Chicago,Ambassador Theatre,652642,649630,58.41,75,11173,1460,0.9566,8,0
1999-03-14,41,11542962,Les Miserables,Imperial Theatre,477817,604476,42.31,75,11292,1417,0.9961,8,0
1999-03-14,41,11542962,Rent,Nederlander Theatre,517307,528739,54.42,75,9505,1181,1.006,8,0
1999-03-14,41,11542962,The Lion King,Minskoff Theatre,848099,903150,59.67,80,14212,1754,1.0128,8,0
1999-03-14,41,11542962,The Phantom of the Opera,Majestic Theatre,632243,738581,54,75,11708,1607,0.9107,8,0
1999-03-21,42,12008523,Beauty and the Beast,Lunt-Fontanne Theatre,627901,807286,54.05,75,11617,1740,0.8346,8,0
1999-03-21,42,12008523,Cats,Winter Garden Theatre,399503,717669,47.46,70,8417,1482,0.7099,8,0
1999-03-21,42,12008523,Chicago,Ambassador Theatre,636306,649630,57.39,75,11088,1460,0.9493,8,0
1999-03-21,42,12008523,Les Miserables,Imperial Theatre,522684,604476,47.64,75,10971,1417,0.9678,8,0
1999-03-21,42,12008523,Rent,Nederlander Theatre,514643,528739,54.08,75,9517,1181,1.0073,8,0
1999-03-21,42,12008523,The Lion King,Minskoff Theatre,851059,903150,59.87,80,14214,1754,1.013,8,0
1999-03-21,42,12008523,The Phantom of the Opera,Majestic Theatre,665068,738581,55.41,75,12003,1607,0.9336,8,0
1999-03-28,43,12220782,Beauty and the Beast,Lunt-Fontanne Theatre,658591,807286,54.32,75,12124,1740,0.871,8,0
1999-03-28,43,12220782,Cats,Winter Garden Theatre,394096,717669,46.11,70,8547,1482,0.7209,8,0
1999-03-28,43,12220782,Chicago,Ambassador Theatre,657219,649630,58.34,75,11265,1460,0.9645,8,0
1999-03-28,43,12220782,Les Miserables,Imperial Theatre,513475,604476,47.57,75,10793,1417,0.9521,8,0
1999-03-28,43,12220782,Rent,Nederlander Theatre,520329,528739,54.15,75,9609,1181,1.017,8,0
1999-03-28,43,12220782,The Lion King,Minskoff Theatre,843815,903150,59.36,80,14216,1754,1.0131,8,0
1999-03-28,43,12220782,The Phantom of the Opera,Majestic Theatre,654509,738581,54.56,75,11996,1607,0.9331,8,0
1999-04-04,44,13242378,Beauty and the Beast,Lunt-Fontanne Theatre,698195,807286,54.57,75,12794,1740,0.9191,8,0
1999-04-04,44,13242378,Cats,Winter Garden Theatre,531793,717669,48.76,70,10906,1482,0.9199,8,0
1999-04-04,44,13242378,Chicago,Ambassador Theatre,642282,649630,58.49,75,10981,1460,0.9402,8,0
1999-04-04,44,13242378,Les Miserables,Imperial Theatre,556366,604476,49.97,75,11134,1417,0.9822,8,0
1999-04-04,44,13242378,Rent,Nederlander Theatre,501670,528739,54.07,75,9278,1181,0.982,8,0
1999-04-04,44,13242378,The Lion King,Minskoff Theatre,851585,903150,59.89,80,14218,1754,1.0133,8,0
1999-04-04,44,13242378,The Phantom of the Opera,Majestic Theatre,780239,738581,60.4,75,12918,1607,1.0048,8,0
1999-04-11,45,14907054,Beauty and the Beast,Lunt-Fontanne Theatre,677366,807286,53.77,75,12597,1740,0.905,8,0
1999-04-11,45,14907054,Cats,Winter Garden Theatre,515221,717669,47.72,70,10796,1482,0.9106,8,0
1999-04-11,45,14907054,Chicago,Ambassador Theatre,677548,649630,57.88,75,11706,1460,1.0022,8,0
1999-04-11,45,14907054,Les Miserables,Imperial Theatre,546625,604476,49.13,75,11127,1417,0.9816,8,0
1999-04-11,45,14907054,Rent,Nederlander Theatre,511124,528739,53.71,75,9517,1181,1.0073,8,0
1999-04-11,45,14907054,The Lion King,Minskoff Theatre,844159,903150,59.42,80,14206,1754,1.0124,8,0
1999-04-11,45,14907054,The Phantom of the Opera,Majestic Theatre,779689,738581,59.63,75,13075,1607,1.017,8,0
1999-04-18,46,12489038,Beauty and the Beast,Lunt-Fontanne Theatre,556520,807286,54.52,75,10208,1740,0.7333,8,0
1999-04-18,46,12489038,Cats,Winter Garden Theatre,341258,717669,44.13,70,7733,1482,0.6522,8,0
1999-04-18,46,12489038,Chicago,Ambassador Theatre,555475,649630,57.89,75,9596,1460,0.8216,8,0
1999-04-18,46,12489038,Les Miserables,Imperial Theatre,480221,604476,47.42,75,10128,1417,0.8934,8,0
1999-04-18,46,12489038,Rent,Nederlander Theatre,442321,528739,55.01,80,8041,1181,0.8511,8,0
1999-04-18,46,12489038,The Lion King,Minskoff Theatre,846833,903150,59.62,80,14204,1754,1.0123,8,0
1999-04-18,46,12489038,The Phantom of the Opera,Majestic Theatre,609022,738581,56.99,75,10686,1607,0.8312,8,0
