week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2007-01-07,32,19509823,Mamma Mia!,Broadhurst Theatre,895165,1139748,80.6,201.25,11106,1498,0.9267,8,0
2007-01-07,32,19509823,Rent,Nederlander Theatre,465719,768979,59.31,200,7852,1181,0.8311,8,0
2007-01-07,32,19509823,The Lion King,Minskoff Theatre,1222828,1172441,96.9,250,12620,1598,0.9872,8,0
2007-01-07,32,19509823,The Phantom of the Opera,Majestic Theatre,839849,1002310,68.78,200,12210,1607,0.9498,8,0
2007-01-07,32,19509823,Wicked,Gershwin Theatre,1404787,1308816,97.07,300,14472,1809,1,8,0
2007-01-14,33,17341690,Beauty and the Beast,Lunt-Fontanne Theatre,590259,1012000,60.86,175,9699,1509,0.8034,8,0
2007-01-14,33,17341690,Chicago,Ambassador Theatre,500399,803297,74.05,251.25,6758,1080,0.7822,8,0
2007-01-14,33,17341690,Jersey Boys,August Wilson Theatre,1197901,846719,121.65,251.25,9847,1222,1.0073,8,0
2007-01-14,33,17341690,Les Miserables,Broadhurst Theatre,666391,853969,85.06,251.25,7834,1122,0.8728,8,0
2007-01-14,33,17341690,Mamma Mia!,Broadhurst Theatre,854716,1139748,77.28,201.25,11060,1498,0.9229,8,0
2007-01-14,33,17341690,Rent,Nederlander Theatre,445178,768979,58.53,200,7606,1181,0.805,8,0
2007-01-14,33,17341690,The Lion King,Minskoff Theatre,1032612,1172441,89.46,250,11543,1598,0.9029,8,0
2007-01-14,33,17341690,The Phantom of the Opera,Majestic Theatre,672470,1002310,65.64,200,10245,1607,0.7969,8,0
2007-01-14,33,17341690,Wicked,Gershwin Theatre,1408037,1308816,97.29,300,14472,1809,1,8,0
2007-01-21,34,14777463,Beauty and the Beast,Lunt-Fontanne Theatre,468724,1012000,57.64,175,8132,1509,0.6736,8,0
2007-01-21,34,14777463,Chicago,Ambassador Theatre,404781,803297,69.38,251.25,5834,1080,0.6752,8,0
2007-01-21,34,14777463,Jersey Boys,August Wilson Theatre,1172292,846719,119,251.25,9851,1222,1.0077,8,0
2007-01-21,34,14777463,Les Miserables,Broadhurst Theatre,561758,853969,82.14,251.25,6839,1122,0.7619,8,0
2007-01-21,34,14777463,Mamma Mia!,Broadhurst Theatre,733314,1139748,74.21,201.25,9881,1498,0.8245,8,0
2007-01-21,34,14777463,Rent,Nederlander Theatre,297156,768979,57.64,200,5155,1181,0.5456,8,0
2007-01-21,34,14777463,The Lion King,Minskoff Theatre,864047,1172441,82.35,250,10492,1598,0.8207,8,0
2007-01-21,34,14777463,The Phantom of the Opera,Majestic Theatre,580844,1002310,64.7,200,8977,1607,0.6983,8,0
2007-01-21,34,14777463,Wicked,Gershwin Theatre,1365614,1308816,94.79,300,14406,1809,0.9954,8,0
2007-01-28,35,14490554,Beauty and the Beast,Lunt-Fontanne Theatre,493968,1012000,56.88,175,8684,1509,0.7194,8,0
2007-01-28,35,14490554,Chicago,Ambassador Theatre,392624,803297,69.7,251.25,5633,1080,0.652,8,0
2007-01-28,35,14490554,Jersey Boys,August Wilson Theatre,1168315,846719,118.61,251.25,9850,1222,1.0076,8,0
2007-01-28,35,14490554,Les Miserables,Broadhurst Theatre,555395,853969,80.77,251.25,6876,1122,0.766,8,0
2007-01-28,35,14490554,Mamma Mia!,Broadhurst Theatre,757226,1139748,73.93,201.25,10242,1498,0.8546,8,0
2007-01-28,35,14490554,Rent,Nederlander Theatre,303725,768979,57.46,200,5286,1181,0.5595,8,0
2007-01-28,35,14490554,The Lion King,Minskoff Theatre,913368,1172441,83.4,250,10951,1598,0.8566,8,0
2007-01-28,35,14490554,The Phantom of the Opera,Majestic Theatre,506916,1002310,65.95,200,7686,1607,0.5979,8,0
2007-01-28,35,14490554,Wicked,Gershwin Theatre,1349148,1308816,94.47,300,14281,1809,0.9868,8,0
2007-02-04,36,13892844,Beauty and the Beast,Lunt-Fontanne Theatre,475223,1012000,53.69,175,8852,1509,0.7333,8,0
2007-02-04,36,13892844,Chicago,Ambassador Theatre,341062,803297,65.51,251.25,5206,1080,0.6025,8,0
2007-02-04,36,13892844,Jersey Boys,August Wilson Theatre,1164277,846719,118.57,251.25,9819,1222,1.0044,8,0
2007-02-04,36,13892844,Les Miserables,Broadhurst Theatre,551288,853969,73.1,251.25,7542,1122,0.8402,8,0
2007-02-04,36,13892844,Mamma Mia!,Broadhurst Theatre,675734,1139748,70.75,201.25,9551,1498,0.797,8,0
2007-02-04,36,13892844,Rent,Nederlander Theatre,265983,768979,52.9,200,5028,1181,0.5322,8,0
2007-02-04,36,13892844,The Lion King,Minskoff Theatre,815332,1172441,79.46,250,10261,1598,0.8026,8,0
2007-02-04,36,13892844,The Phantom of the Opera,Majestic Theatre,537941,1002310,60.45,200,8899,1607,0.6922,8,0
2007-02-04,36,13892844,Wicked,Gershwin Theatre,1314391,1308816,94.21,300,13951,1809,0.964,8,0
2007-02-11,37,14495659,Beauty and the Beast,Lunt-Fontanne Theatre,515332,1012000,57.19,175,9011,1509,0.7464,8,0
2007-02-11,37,14495659,Chicago,Ambassador Theatre,368642,803297,67.93,251.25,5427,1080,0.6281,8,0
2007-02-11,37,14495659,Jersey Boys,August Wilson Theatre,1171042,846719,118.95,251.25,9845,1222,1.0071,8,0
2007-02-11,37,14495659,Les Miserables,Broadhurst Theatre,499265,853969,78.96,251.25,6323,1122,0.7044,8,0
2007-02-11,37,14495659,Mamma Mia!,Broadhurst Theatre,716971,1139748,73.12,201.25,9806,1498,0.8183,8,0
2007-02-11,37,14495659,Rent,Nederlander Theatre,272138,768979,55.98,200,4861,1181,0.5145,8,0
2007-02-11,37,14495659,The Lion King,Minskoff Theatre,900309,1172441,84.62,250,10640,1598,0.8323,8,0
2007-02-11,37,14495659,The Phantom of the Opera,Majestic Theatre,516404,1002310,64.5,200,8006,1607,0.6227,8,0
2007-02-11,37,14495659,Wicked,Gershwin Theatre,1307183,1308816,92.14,300,14187,1809,0.9803,8,0
2007-02-18,38,17425325,Beauty and the Beast,Lunt-Fontanne Theatre,688072,1012000,64.32,175,10698,1509,0.8862,8,0
2007-02-18,38,17425325,Chicago,Ambassador Theatre,518904,803297,77.3,251.25,6713,1080,0.777,8,0
2007-02-18,38,17425325,Jersey Boys,August Wilson Theatre,1188695,846719,121,251.25,9824,1222,1.0049,8,0
2007-02-18,38,17425325,Les Miserables,Broadhurst Theatre,601721,853969,84.36,251.25,7133,1122,0.7947,8,0
2007-02-18,38,17425325,Mamma Mia!,Broadhurst Theatre,895045,1139748,83.31,201.25,10743,1498,0.8964,8,0
2007-02-18,38,17425325,Rent,Nederlander Theatre,454312,768979,61.31,200,7410,1181,0.7843,8,0
2007-02-18,38,17425325,The Lion King,Minskoff Theatre,1122371,1172441,92.8,250,12094,1598,0.946,8,0
2007-02-18,38,17425325,The Phantom of the Opera,Majestic Theatre,686881,1002310,69.84,200,9835,1607,0.765,8,0
2007-02-18,38,17425325,Wicked,Gershwin Theatre,1407207,1308816,98.41,300,14299,1809,0.988,8,0
2007-02-25,39,18294392,Beauty and the Beast,Lunt-Fontanne Theatre,724794,1012000,62.26,175,11642,1509,0.9644,8,0
2007-02-25,39,18294392,Chicago,Ambassador Theatre,565817,803297,70.61,251.25,8013,1080,0.9274,8,0
2007-02-25,39,18294392,Jersey Boys,August Wilson Theatre,1184951,846719,120.29,351.5,9851,1222,1.0077,8,0
2007-02-25,39,18294392,Les Miserables,Broadhurst Theatre,659260,853969,76.85,251.25,8579,1122,0.9558,8,0
2007-02-25,39,18294392,Mamma Mia!,Broadhurst Theatre,892251,1139748,74.45,201.25,11985,1498,1.0001,8,0
2007-02-25,39,18294392,Rent,Nederlander Theatre,446242,768979,57.92,200,7705,1181,0.8155,8,0
2007-02-25,39,18294392,The Lion King,Minskoff Theatre,1125558,1172441,93.09,250,12091,1598,0.9458,8,0
2007-02-25,39,18294392,The Phantom of the Opera,Majestic Theatre,829376,1002310,66.98,200,12382,1607,0.9631,8,0
2007-02-25,39,18294392,Wicked,Gershwin Theatre,1452306,1308816,100.35,300,14472,1809,1,8,0
2007-03-04,40,15380054,Beauty and the Beast,Lunt-Fontanne Theatre,565974,1012000,64.15,175,8823,1509,0.7309,8,0
2007-03-04,40,15380054,Chicago,Ambassador Theatre,418552,803297,68.65,251.25,6097,1080,0.7057,8,0
2007-03-04,40,15380054,Jersey Boys,August Wilson Theatre,1159592,846719,117.89,351.5,9836,1222,1.0061,8,0
2007-03-04,40,15380054,Les Miserables,Broadhurst Theatre,517287,853969,73.99,251.25,6991,1122,0.7789,8,0
2007-03-04,40,15380054,Mamma Mia!,Broadhurst Theatre,777664,1139748,72.14,251.25,10780,1498,0.8995,8,0
2007-03-04,40,15380054,Rent,Nederlander Theatre,281972,768979,55.42,200,5088,1181,0.5385,8,0
2007-03-04,40,15380054,The Lion King,Minskoff Theatre,892194,1172441,85.14,251.25,10479,1598,0.8197,8,0
2007-03-04,40,15380054,The Phantom of the Opera,Majestic Theatre,546132,1002310,62.59,201.25,8726,1607,0.6787,8,0
2007-03-04,40,15380054,Wicked,Gershwin Theatre,1355906,1308816,94.25,300,14387,1809,0.9941,8,0
2007-03-11,41,18114083,Beauty and the Beast,Lunt-Fontanne Theatre,654897,1012000,59.33,175,11038,1509,0.9143,8,0
2007-03-11,41,18114083,Chicago,Ambassador Theatre,485369,803297,70.02,251.25,6932,1080,0.8023,8,0
2007-03-11,41,18114083,Jersey Boys,August Wilson Theatre,1178547,846719,119.83,351.5,9835,1222,1.006,8,0
2007-03-11,41,18114083,Les Miserables,Broadhurst Theatre,672531,853969,79.54,251.25,8455,1122,0.942,8,0
2007-03-11,41,18114083,Mamma Mia!,Broadhurst Theatre,850051,1139748,75.78,251.25,11218,1498,0.9361,8,0
2007-03-11,41,18114083,Rent,Nederlander Theatre,369276,768979,57.4,200,6433,1181,0.6809,8,0
2007-03-11,41,18114083,The Lion King,Minskoff Theatre,1027155,1172441,89.05,251.25,11534,1598,0.9022,8,0
2007-03-11,41,18114083,The Phantom of the Opera,Majestic Theatre,655893,1002310,63.28,201.25,10365,1607,0.8062,8,0
2007-03-11,41,18114083,Wicked,Gershwin Theatre,1370150,1308816,94.75,300,14461,1809,0.9992,8,0
2007-03-18,42,18294929,Beauty and the Beast,Lunt-Fontanne Theatre,723533,1012000,60.92,175,11876,1509,0.9838,8,0
2007-03-18,42,18294929,Chicago,Ambassador Theatre,555779,803297,69.51,251.25,7996,1080,0.9255,8,0
2007-03-18,42,18294929,Jersey Boys,August Wilson Theatre,1160591,846719,117.91,351.5,9843,1222,1.0069,8,0
2007-03-18,42,18294929,Les Miserables,Broadhurst Theatre,612192,853969,77.02,251.25,7948,1122,0.8855,8,0
2007-03-18,42,18294929,Mamma Mia!,Broadhurst Theatre,867128,1139748,73.94,251.25,11728,1498,0.9786,8,0
2007-03-18,42,18294929,Rent,Nederlander Theatre,425879,768979,57.78,200,7371,1181,0.7802,8,0
2007-03-18,42,18294929,The Lion King,Minskoff Theatre,1129632,1172441,89.04,251.25,12687,1598,0.9924,8,0
2007-03-18,42,18294929,The Phantom of the Opera,Majestic Theatre,780406,1002310,63.37,201.25,12315,1607,0.9579,8,0
2007-03-18,42,18294929,Wicked,Gershwin Theatre,1388693,1308816,95.96,300,14472,1809,1,8,0
2007-03-25,43,18902765,Beauty and the Beast,Lunt-Fontanne Theatre,723009,1012000,63.68,175,11354,1509,0.9405,8,0
2007-03-25,43,18902765,Chicago,Ambassador Theatre,574212,803297,72.14,251.25,7960,1080,0.9213,8,0
2007-03-25,43,18902765,Jersey Boys,August Wilson Theatre,1166505,846719,118.51,351.5,9843,1222,1.0069,8,0
2007-03-25,43,18902765,Les Miserables,Broadhurst Theatre,655510,853969,75.73,251.25,8656,1122,0.9643,8,0
2007-03-25,43,18902765,Mamma Mia!,Broadhurst Theatre,872165,1139748,75.54,251.25,11546,1498,0.9635,8,0
2007-03-25,43,18902765,Rent,Nederlander Theatre,418196,768979,55.48,200,7538,1181,0.7978,8,0
2007-03-25,43,18902765,The Lion King,Minskoff Theatre,1156852,1172441,91.17,251.25,12689,1598,0.9926,8,0
2007-03-25,43,18902765,The Phantom of the Opera,Majestic Theatre,759446,1002310,65.44,201.25,11606,1607,0.9028,8,0
2007-03-25,43,18902765,Wicked,Gershwin Theatre,1380917,1308816,95.42,300,14472,1809,1,8,0
2007-04-01,44,19276165,Beauty and the Beast,Lunt-Fontanne Theatre,776278,1012000,66.13,175,11739,1509,0.9724,8,0
2007-04-01,44,19276165,Chicago,Ambassador Theatre,509954,803297,69.44,251.25,7344,1080,0.85,8,0
2007-04-01,44,19276165,Jersey Boys,August Wilson Theatre,1154445,846719,117.37,351.5,9836,1222,1.0061,8,0
2007-04-01,44,19276165,Les Miserables,Broadhurst Theatre,665549,853969,74.03,251.25,8990,1122,1.0016,8,0
2007-04-01,44,19276165,Mamma Mia!,Broadhurst Theatre,907245,1139748,77.87,251.25,11651,1498,0.9722,8,0
2007-04-01,44,19276165,Rent,Nederlander Theatre,405684,768979,57.32,200,7077,1181,0.749,8,0
2007-04-01,44,19276165,The Lion King,Minskoff Theatre,1193494,1232795,90.18,251.25,13235,1654,1.0002,8,0
2007-04-01,44,19276165,The Phantom of the Opera,Majestic Theatre,778317,1002310,63.46,201.25,12264,1607,0.954,8,0
2007-04-01,44,19276165,Wicked,Gershwin Theatre,1392168,1308816,96.2,300,14472,1809,1,8,0
2007-04-08,45,22927788,Beauty and the Beast,Lunt-Fontanne Theatre,944373,1012000,78.41,175,12044,1509,0.9977,8,0
2007-04-08,45,22927788,Chicago,Ambassador Theatre,665092,803297,77.69,251.25,8561,1080,0.9909,8,0
2007-04-08,45,22927788,Jersey Boys,August Wilson Theatre,1177721,846719,119.58,351.5,9849,1222,1.0075,8,0
2007-04-08,45,22927788,Les Miserables,Broadhurst Theatre,700786,853969,79.36,251.25,8831,1122,0.9838,8,0
2007-04-08,45,22927788,Mamma Mia!,Broadhurst Theatre,1051224,1139748,87.03,251.25,12079,1498,1.0079,8,0
2007-04-08,45,22927788,Rent,Nederlander Theatre,548554,768979,59.35,200,9243,1181,0.9783,8,0
2007-04-08,45,22927788,The Lion King,Minskoff Theatre,1310816,1232795,99,251.25,13240,1654,1.0006,8,0
2007-04-08,45,22927788,The Phantom of the Opera,Majestic Theatre,914632,1002310,70.11,201.25,13046,1607,1.0148,8,0
2007-04-08,45,22927788,Wicked,Gershwin Theatre,1467527,1308816,101.4,300,14472,1809,1,8,0
2007-04-15,46,22462312,Beauty and the Beast,Lunt-Fontanne Theatre,886825,1012000,73.93,175,11995,1509,0.9936,8,0
2007-04-15,46,22462312,Chicago,Ambassador Theatre,561841,803297,74.08,251.25,7584,1080,0.8778,8,0
2007-04-15,46,22462312,Jersey Boys,August Wilson Theatre,1164098,846719,118.18,351.5,9850,1222,1.0076,8,0
2007-04-15,46,22462312,Les Miserables,Broadhurst Theatre,673444,853969,76.17,251.25,8841,1122,0.985,8,0
2007-04-15,46,22462312,Mamma Mia!,Broadhurst Theatre,962522,1139748,80.5,251.25,11957,1498,0.9977,8,0
2007-04-15,46,22462312,Rent,Nederlander Theatre,440851,768979,57.78,200,7630,1181,0.8076,8,0
2007-04-15,46,22462312,The Lion King,Minskoff Theatre,1197233,1232795,90.49,251.25,13231,1654,0.9999,8,0
2007-04-15,46,22462312,The Phantom of the Opera,Majestic Theatre,836022,1002310,64.55,201.25,12952,1607,1.0075,8,0
2007-04-15,46,22462312,Wicked,Gershwin Theatre,1487336,1308816,102.77,300,14472,1809,1,8,0
2007-04-22,47,21398055,Beauty and the Beast,Lunt-Fontanne Theatre,741487,1012000,68.18,175,10875,1509,0.9008,8,0
2007-04-22,47,21398055,Chicago,Ambassador Theatre,522585,803297,70.03,251.25,7462,1080,0.8637,8,0
2007-04-22,47,21398055,Jersey Boys,August Wilson Theatre,1162541,846719,118.1,351.5,9844,1222,1.007,8,0
2007-04-22,47,21398055,Les Miserables,Broadhurst Theatre,636084,853969,73.08,251.25,8704,1122,0.9697,8,0
2007-04-22,47,21398055,Mamma Mia!,Broadhurst Theatre,900289,1139748,76.51,251.25,11767,1498,0.9819,8,0
2007-04-22,47,21398055,Rent,Nederlander Theatre,323902,768979,56.8,200,5703,1181,0.6036,8,0
2007-04-22,47,21398055,The Lion King,Minskoff Theatre,1167001,1232795,90.44,251.25,12904,1654,0.9752,8,0
2007-04-22,47,21398055,The Phantom of the Opera,Majestic Theatre,760326,1002310,63.27,201.25,12017,1607,0.9347,8,0
2007-04-22,47,21398055,Wicked,Gershwin Theatre,1401980,1308816,96.88,300,14472,1809,1,8,0
2007-04-29,48,20538553,Beauty and the Beast,Lunt-Fontanne Theatre,716389,1012000,66.59,175,10759,1509,0.8912,8,0
2007-04-29,48,20538553,Chicago,Ambassador Theatre,526591,803297,71.95,251.25,7319,1080,0.8471,8,0
2007-04-29,48,20538553,Jersey Boys,August Wilson Theatre,1165939,846719,118.38,351.5,9849,1222,1.0075,8,0
2007-04-29,48,20538553,Les Miserables,Broadhurst Theatre,629510,853969,71.82,251.25,8765,1122,0.9765,8,0
2007-04-29,48,20538553,Mamma Mia!,Broadhurst Theatre,918176,1139748,76.34,251.25,12028,1498,1.0037,8,0
2007-04-29,48,20538553,Rent,Nederlander Theatre,325074,768979,54.64,200,5949,1181,0.6297,8,0
2007-04-29,48,20538553,The Lion King,Minskoff Theatre,1151342,1232795,88.95,251.25,12943,1654,0.9782,8,0
2007-04-29,48,20538553,The Phantom of the Opera,Majestic Theatre,698266,1002310,63.43,201.25,11009,1607,0.8563,8,0
2007-04-29,48,20538553,Wicked,Gershwin Theatre,1389502,1308816,96.01,300,14472,1809,1,8,0
2007-05-06,49,19548479,Beauty and the Beast,Lunt-Fontanne Theatre,706389,1012000,66.1,175,10687,1509,0.8853,8,0
2007-05-06,49,19548479,Chicago,Ambassador Theatre,486451,803297,70.83,251.25,6868,1080,0.7949,8,0
2007-05-06,49,19548479,Jersey Boys,August Wilson Theatre,1162081,846719,118.12,351.5,9838,1222,1.0063,8,0
2007-05-06,49,19548479,Les Miserables,Broadhurst Theatre,526223,853969,70.29,251.25,7486,1122,0.834,8,0
2007-05-06,49,19548479,Mamma Mia!,Broadhurst Theatre,905234,1139748,76.5,251.25,11833,1498,0.98740000000000006,8,0
2007-05-06,49,19548479,Rent,Nederlander Theatre,257036,768979,52.2,200,4924,1181,0.5212,8,0
2007-05-06,49,19548479,The Lion King,Minskoff Theatre,1121635,1232795,88.65,251.25,12652,1654,0.9562,8,0
2007-05-06,49,19548479,The Phantom of the Opera,Majestic Theatre,752027,1002310,64.44,201.25,11671,1607,0.9078,8,0
2007-05-06,49,19548479,Wicked,Gershwin Theatre,1384931,1308816,95.7,300,14472,1809,1,8,0
2007-05-13,50,20063200,Beauty and the Beast,Lunt-Fontanne Theatre,716774,1012000,69.37,175,10333,1509,0.8559,8,0
2007-05-13,50,20063200,Chicago,Ambassador Theatre,443801,803297,68.34,251.25,6494,1080,0.7516,8,0
2007-05-13,50,20063200,Jersey Boys,August Wilson Theatre,1190277,846719,120.93,351.5,9843,1222,1.0069,8,0
2007-05-13,50,20063200,Les Miserables,Broadhurst Theatre,531454,853969,70.9,251.25,7496,1122,0.8351,8,0
2007-05-13,50,20063200,Mamma Mia!,Broadhurst Theatre,924425,1139748,76.96,251.25,12012,1498,1.0023,8,0
2007-05-13,50,20063200,Rent,Nederlander Theatre,257944,768979,53.53,200,4819,1181,0.5101,8,0
2007-05-13,50,20063200,The Lion King,Minskoff Theatre,1109580,1232795,88.71,251.25,12508,1654,0.9453,8,0
2007-05-13,50,20063200,The Phantom of the Opera,Majestic Theatre,676802,1002310,63.06,201.25,10732,1607,0.8348,8,0
2007-05-13,50,20063200,Wicked,Gershwin Theatre,1390500,1308816,96.08,300,14472,1809,1,8,0
2007-05-20,51,20736200,Beauty and the Beast,Lunt-Fontanne Theatre,770464,1012000,70.11,175,10989,1509,0.9103,8,0
2007-05-20,51,20736200,Chicago,Ambassador Theatre,546238,803297,72.78,251.25,7505,1080,0.8686,8,0
2007-05-20,51,20736200,Jersey Boys,August Wilson Theatre,1195765,846719,121.45,351.5,9846,1222,1.0072,8,0
2007-05-20,51,20736200,Les Miserables,Broadhurst Theatre,566356,853969,71.19,251.25,7956,1122,0.8864,8,0
2007-05-20,51,20736200,Mamma Mia!,Broadhurst Theatre,950901,1139748,78.42,251.25,12125,1498,1.0118,8,0
2007-05-20,51,20736200,Rent,Nederlander Theatre,305915,768979,52.58,200,5818,1181,0.6158,8,0
2007-05-20,51,20736200,The Lion King,Minskoff Theatre,1163233,1232795,89.08,251.25,13058,1654,0.9869,8,0
2007-05-20,51,20736200,The Phantom of the Opera,Majestic Theatre,732325,1002310,63.45,201.25,11541,1607,0.8977,8,0
2007-05-20,51,20736200,Wicked,Gershwin Theatre,1389293,1308816,96,300,14472,1809,1,8,0
2007-05-27,52,20922895,Beauty and the Beast,Lunt-Fontanne Theatre,810555,1012000,70.4,175,11513,1509,0.9537,8,0
2007-05-27,52,20922895,Chicago,Ambassador Theatre,536908,803297,71.77,251.25,7481,1080,0.8659,8,0
2007-05-27,52,20922895,Jersey Boys,August Wilson Theatre,1196730,846719,121.77,351.5,9828,1222,1.0053,8,0
2007-05-27,52,20922895,Les Miserables,Broadhurst Theatre,602500,853969,71.61,251.25,8414,1122,0.9374,8,0
2007-05-27,52,20922895,Mamma Mia!,Broadhurst Theatre,926951,1139748,76.93,251.25,12050,1498,1.0055,8,0
2007-05-27,52,20922895,Rent,Nederlander Theatre,353250,768979,51.31,200,6885,1181,0.7287,8,0
2007-05-27,52,20922895,The Lion King,Minskoff Theatre,1186608,1232795,90.02,251.25,13182,1654,0.9962,8,0
2007-05-27,52,20922895,The Phantom of the Opera,Majestic Theatre,778747,1002310,64.52,201.25,12069,1607,0.9388,8,0
2007-05-27,52,20922895,Wicked,Gershwin Theatre,1404241,1308816,97.03,300,14472,1809,1,8,0
2007-06-03,1,18685896,Beauty and the Beast,Lunt-Fontanne Theatre,784708,1012000,69.81,175,11241,1509,0.9312,8,0
2007-06-03,1,18685896,Chicago,Ambassador Theatre,395936,803297,69.27,251.25,5716,1080,0.6616,8,0
2007-06-03,1,18685896,Jersey Boys,August Wilson Theatre,1162590,846719,117.99,351.5,9853,1222,1.0079,8,0
2007-06-03,1,18685896,Les Miserables,Broadhurst Theatre,487856,853969,70.04,251.25,6965,1122,0.776,8,0
2007-06-03,1,18685896,Mamma Mia!,Broadhurst Theatre,848429,1139748,73,251.25,11622,1498,0.9698,8,0
2007-06-03,1,18685896,Rent,Nederlander Theatre,241916,768979,53.05,200,4560,1181,0.4826,8,0
2007-06-03,1,18685896,The Lion King,Minskoff Theatre,1172793,1232795,90.19,251.25,13004,1654,0.9828,8,0
2007-06-03,1,18685896,The Phantom of the Opera,Majestic Theatre,690781,1002310,62.27,201.25,11093,1607,0.8629,8,0
2007-06-03,1,18685896,Wicked,Gershwin Theatre,1388636,1308816,95.95,300,14472,1809,1,8,0
2007-06-10,2,20419515,Beauty and the Beast,Lunt-Fontanne Theatre,826497,1012000,72.03,175,11475,1509,0.9505,8,0
2007-06-10,2,20419515,Chicago,Ambassador Theatre,476839,803297,69.32,251.25,6879,1080,0.7962,8,0
2007-06-10,2,20419515,Jersey Boys,August Wilson Theatre,1199557,846719,121.81,351.5,9848,1222,1.0074,8,0
2007-06-10,2,20419515,Les Miserables,Broadhurst Theatre,494016,853969,70.25,251.25,7032,1122,0.7834,8,0
2007-06-10,2,20419515,Mamma Mia!,Broadhurst Theatre,913368,1139748,76.27,251.25,11975,1498,0.9992,8,0
2007-06-10,2,20419515,Rent,Nederlander Theatre,291940,768979,52.97,200,5511,1181,0.5833,8,0
2007-06-10,2,20419515,The Lion King,Minskoff Theatre,1210611,1232795,91.48,251.25,13233,1654,1.0001,8,0
2007-06-10,2,20419515,The Phantom of the Opera,Majestic Theatre,724921,1002310,63.33,201.25,11446,1607,0.8903,8,0
2007-06-10,2,20419515,Wicked,Gershwin Theatre,1401805,1308816,96.86,300,14472,1809,1,8,0
2007-06-17,3,20065645,Beauty and the Beast,Lunt-Fontanne Theatre,856358,1012000,73.86,175,11594,1509,0.9604,8,0
2007-06-17,3,20065645,Chicago,Ambassador Theatre,456273,803297,69.8,251.25,6537,1080,0.7566,8,0
2007-06-17,3,20065645,Jersey Boys,August Wilson Theatre,1196590,846719,121.68,351.5,9834,1222,1.0059,8,0
2007-06-17,3,20065645,Les Miserables,Broadhurst Theatre,521809,853969,69.74,251.25,7482,1122,0.8336,8,0
2007-06-17,3,20065645,Mamma Mia!,Broadhurst Theatre,870297,1139748,74.56,251.25,11673,1498,0.974,8,0
2007-06-17,3,20065645,Rent,Nederlander Theatre,301074,768979,54.65,200,5509,1181,0.5831,8,0
2007-06-17,3,20065645,The Lion King,Minskoff Theatre,1243095,1232795,93.92,251.25,13235,1654,1.0002,8,0
2007-06-17,3,20065645,The Phantom of the Opera,Majestic Theatre,777595,1002310,65.05,201.25,11953,1607,0.9298,8,0
2007-06-17,3,20065645,Wicked,Gershwin Theatre,1426820,1308816,98.59,300,14472,1809,1,8,0
2007-06-24,4,20428070,Beauty and the Beast,Lunt-Fontanne Theatre,924185,1012000,77.53,175,11921,1509,0.9875,8,0
2007-06-24,4,20428070,Chicago,Ambassador Theatre,493790,803297,70.31,251.25,7023,1080,0.8128,8,0
2007-06-24,4,20428070,Jersey Boys,August Wilson Theatre,1223626,846719,124.23,351.5,9850,1222,1.0076,8,0
2007-06-24,4,20428070,Les Miserables,Broadhurst Theatre,522050,853969,68.5,251.25,7621,1122,0.849,8,0
2007-06-24,4,20428070,Mamma Mia!,Broadhurst Theatre,904319,1139748,75.59,251.25,11963,1498,0.9982,8,0
2007-06-24,4,20428070,Rent,Nederlander Theatre,334930,768979,54.57,200,6138,1181,0.6497,8,0
2007-06-24,4,20428070,The Lion King,Minskoff Theatre,1249073,1232795,94.37,251.25,13236,1654,1.0003,8,0
2007-06-24,4,20428070,The Phantom of the Opera,Majestic Theatre,756381,1002310,66.45,201.25,11383,1607,0.8854,8,0
2007-06-24,4,20428070,Wicked,Gershwin Theatre,1445474,1308816,99.88,300,14472,1809,1,8,0
2007-07-01,5,19662122,Beauty and the Beast,Lunt-Fontanne Theatre,960051,1012000,80.07,175,11990,1509,0.9932,8,0
2007-07-01,5,19662122,Chicago,Ambassador Theatre,495525,803297,69.17,251.25,7164,1080,0.8292,8,0
2007-07-01,5,19662122,Jersey Boys,August Wilson Theatre,1179974,846719,119.79,351.5,9850,1222,1.0076,8,0
2007-07-01,5,19662122,Les Miserables,Broadhurst Theatre,546898,853969,66.8,251.25,8187,1122,0.9121,8,0
2007-07-01,5,19662122,Mamma Mia!,Broadhurst Theatre,883218,1139748,74.55,251.25,11847,1498,0.9886,8,0
2007-07-01,5,19662122,Rent,Nederlander Theatre,339504,768979,52.72,200,6440,1181,0.6816,8,0
2007-07-01,5,19662122,The Lion King,Minskoff Theatre,1271337,1232795,96.04,251.25,13237,1654,1.0004,8,0
2007-07-01,5,19662122,The Phantom of the Opera,Majestic Theatre,734261,1002310,65.04,201.25,11290,1607,0.8782,8,0
2007-07-01,5,19662122,Wicked,Gershwin Theatre,1455985,1308816,100.61,300,14472,1809,1,8,0
2007-07-08,6,18547129,Beauty and the Beast,Lunt-Fontanne Theatre,1022100,1012000,84.83,175,12049,1509,0.9981,8,0
2007-07-08,6,18547129,Chicago,Ambassador Theatre,536245,803297,70.85,251.25,7569,1080,0.876,8,0
2007-07-08,6,18547129,Jersey Boys,August Wilson Theatre,1160479,846719,117.95,351.5,9839,1222,1.0064,8,0
