Date,Inverter,Energy,
2/13/2022,29,9940.7,
2/14/2022,29,8711.0,
2/15/2022,29,7952.9,
2/16/2022,29,11461.7,
2/17/2022,29,10249.1,
2/18/2022,29,2342.2,
2/19/2022,29,2013.1,
2/20/2022,29,712.3,
2/21/2022,29,2296.8,
2/22/2022,29,3385.5,
2/23/2022,29,12501.2,
2/24/2022,29,4554.7,
2/25/2022,29,8482.3,
2/26/2022,29,1320.7,
2/27/2022,29,4568.0,
2/28/2022,29,12206.0,
3/1/2022,29,10036.7,
3/2/2022,29,10272.2,
3/3/2022,29,5382.9,
3/4/2022,29,4454.3,
3/5/2022,29,7532.5,
3/6/2022,29,10259.5,
3/7/2022,29,12686.2,
3/8/2022,29,13038.0,
3/9/2022,29,11709.2,
3/10/2022,29,13159.9,
3/11/2022,29,13315.8,
3/12/2022,29,13137.5,
3/13/2022,29,11023.7,
3/14/2022,29,13486.8,
3/15/2022,29,6687.2,
3/16/2022,29,13850.7,
3/17/2022,29,6876.8,
3/18/2022,29,12685.9,
3/19/2022,29,2528.9,
3/20/2022,29,2462.4,
3/21/2022,29,9236.8,
3/22/2022,29,13504.8,
3/23/2022,29,11984.7,
3/24/2022,29,13676.5,
3/25/2022,29,11546.1,
3/26/2022,29,13474.7,
3/27/2022,29,11857.0,
3/28/2022,29,4968.1,
3/29/2022,29,9323.5,
3/30/2022,29,11489.6,
3/31/2022,29,12636.5,
4/1/2022,29,14141.0,
4/2/2022,29,13301.9,
4/3/2022,29,12606.9,
4/4/2022,29,12124.7,
4/5/2022,29,15003.6,
4/6/2022,29,14819.0,
4/7/2022,29,14305.4,
4/8/2022,29,14481.4,
4/9/2022,29,15193.3,
4/10/2022,29,14545.0,
4/11/2022,29,9296.9,
4/12/2022,29,4504.7,
4/13/2022,29,9911.6,
4/14/2022,29,13073.3,
4/15/2022,29,12518.5,
4/16/2022,29,9412.9,
4/17/2022,29,10836.5,
4/18/2022,29,13306.1,
4/19/2022,29,13145.8,
4/20/2022,29,15392.5,
4/21/2022,29,5488.0,
4/22/2022,29,11045.9,
4/23/2022,29,15856.6,
4/24/2022,29,15621.1,
4/25/2022,29,14606.1,
4/26/2022,29,10077.3,
4/27/2022,29,15260.9,
4/28/2022,29,12028.4,
4/29/2022,29,16333.4,
4/30/2022,29,16155.4,
5/1/2022,29,12697.4,
5/2/2022,29,16244.1,
5/3/2022,29,17053.3,
5/4/2022,29,15040.4,
5/5/2022,29,14066.9,
5/6/2022,29,15578.5,
5/7/2022,29,15120.5,
5/8/2022,29,13707.6,
5/9/2022,29,12173.3,
5/10/2022,29,12898.2,
5/11/2022,29,5085.6,
5/12/2022,29,5556.8,
5/13/2022,29,16662.7,
5/14/2022,29,16504.8,
5/15/2022,29,14055.3,
5/16/2022,29,16455.1,
5/17/2022,29,16719.0,
5/18/2022,29,16047.4,
5/19/2022,29,14208.6,
5/20/2022,29,16580.1,
5/21/2022,29,14603.0,
5/22/2022,29,12412.4,
5/23/2022,29,14280.8,
5/24/2022,29,16659.1,
5/25/2022,29,14011.8,
5/26/2022,29,14754.1,
5/27/2022,29,14554.3,
5/28/2022,29,15037.4,
5/29/2022,29,17557.6,
5/30/2022,29,17307.2,
5/31/2022,29,17068.1,
6/1/2022,29,16801.2,
6/2/2022,29,14499.5,
6/3/2022,29,15092.5,
6/4/2022,29,13820.6,
6/5/2022,29,16730.3,
6/6/2022,29,16806.1,
6/7/2022,29,16872.8,
6/8/2022,29,16005.0,
6/9/2022,29,15188.5,
6/10/2022,29,16925.7,
6/11/2022,29,17150.3,
6/12/2022,29,15272.4,
6/13/2022,29,17315.5,
6/14/2022,29,16671.7,
6/15/2022,29,16939.2,
6/16/2022,29,16925.4,
6/17/2022,29,11516.2,
6/18/2022,29,17674.2,
6/19/2022,29,17530.4,
6/20/2022,29,17338.4,
6/21/2022,29,17283.0,
6/22/2022,29,10104.2,
6/23/2022,29,15610.6,
6/24/2022,29,16822.6,
6/25/2022,29,16872.4,
6/26/2022,29,17063.2,
6/27/2022,29,17115.9,
6/28/2022,29,17121.2,
6/29/2022,29,16713.7,
6/30/2022,29,17389.1,
7/1/2022,29,16154.6,
7/2/2022,29,16773.6,
7/3/2022,29,11549.8,
7/4/2022,29,11355.6,
7/5/2022,29,16424.4,
7/6/2022,29,16443.2,
7/7/2022,29,16540.5,
7/8/2022,29,15812.0,
7/9/2022,29,16655.9,
7/10/2022,29,16741.8,
7/11/2022,29,16265.0,
7/12/2022,29,15985.6,
7/13/2022,29,16333.9,
7/14/2022,29,16052.7,
7/15/2022,29,16098.2,
7/16/2022,29,15919.4,
7/17/2022,29,15034.0,
7/18/2022,29,10013.9,
7/19/2022,29,15819.3,
7/20/2022,29,15879.1,
7/21/2022,29,16264.4,
7/22/2022,29,16377.5,
7/23/2022,29,16149.9,
7/24/2022,29,16107.0,
7/25/2022,29,15963.3,
7/26/2022,29,15697.9,
7/27/2022,29,14792.1,
7/28/2022,29,14390.5,
7/29/2022,29,13933.8,
7/30/2022,29,12916.2,
7/31/2022,29,7573.2,
8/1/2022,29,10996.6,
8/2/2022,29,14190.1,
8/3/2022,29,14207.1,
8/4/2022,29,11119.7,
8/5/2022,29,10416.1,
8/6/2022,29,15504.5,
8/7/2022,29,15403.2,
8/8/2022,29,13669.6,
8/9/2022,29,14293.2,
8/10/2022,29,15116.8,
8/11/2022,29,15192.6,
8/12/2022,29,15189.3,
8/13/2022,29,15077.7,
8/14/2022,29,15271.1,
8/15/2022,29,14957.1,
8/16/2022,29,14459.5,
8/17/2022,29,11480.4,
8/18/2022,29,14101.4,
8/19/2022,29,14425.6,
8/20/2022,29,14276.7,
8/21/2022,29,14025.7,
8/22/2022,29,14537.4,
8/23/2022,29,14296.1,
8/24/2022,29,13436.1,
8/25/2022,29,13548.9,
8/26/2022,29,13761.2,
8/27/2022,29,12942.9,
8/28/2022,29,13853.8,
8/29/2022,29,13370.9,
8/30/2022,29,13284.3,
8/31/2022,29,13148.8,
9/1/2022,29,13211.7,
9/2/2022,29,12956.6,
9/3/2022,29,13265.7,
9/4/2022,29,12720.9,
9/5/2022,29,12142.7,
9/6/2022,29,11944.3,
9/7/2022,29,2686.5,
9/8/2022,29,10655.9,
9/9/2022,29,11325.8,
9/10/2022,29,5468.1,
9/11/2022,29,10911.6,
9/12/2022,29,12645.1,
9/13/2022,29,10652.1,
9/14/2022,29,14775.5,
9/15/2022,29,10918.7,
9/16/2022,29,19609.1,
9/17/2022,29,19095.5,
9/18/2022,29,8325.6,
9/19/2022,29,5679.7,
9/20/2022,29,20094.2,
9/21/2022,29,18637.8,
9/22/2022,29,20207.8,
9/23/2022,29,19475.6,
9/24/2022,29,18781.5,
9/25/2022,29,17695.8,
9/26/2022,29,18014.5,
9/27/2022,29,18198.4,
9/28/2022,29,18084.2,
9/29/2022,29,18088.8,
9/30/2022,29,17798.1,
10/1/2022,29,17632.5,
10/2/2022,29,17836.0,
10/3/2022,29,0.0,
10/4/2022,29,17114.8,
10/5/2022,29,16580.8,
10/6/2022,29,16179.5,
10/7/2022,29,16181.6,
10/8/2022,29,16102.0,
10/9/2022,29,16039.6,
10/10/2022,29,15978.6,
10/11/2022,29,15909.6,
10/12/2022,29,15477.6,
10/13/2022,29,15132.4,
10/14/2022,29,15268.9,
10/15/2022,29,14983.0,
10/16/2022,29,14984.1,
10/17/2022,29,14639.6,
10/18/2022,29,12979.3,
10/19/2022,29,13658.2,
10/20/2022,29,10026.5,
10/21/2022,29,13686.2,
10/22/2022,29,9771.0,
10/23/2022,29,15178.3,
10/24/2022,29,14853.4,
10/25/2022,29,14051.0,
10/26/2022,29,10356.6,
10/27/2022,29,16172.7,
10/28/2022,29,9286.7,
10/29/2022,29,8872.5,
10/30/2022,29,8969.4,
10/31/2022,29,3046.9,
11/1/2022,29,6358.5,
11/2/2022,29,7382.4,
11/3/2022,29,7076.9,
11/4/2022,29,6528.0,
11/5/2022,29,3019.8,
11/6/2022,29,998.7,
11/7/2022,29,2053.7,
11/8/2022,29,1715.3,
11/9/2022,29,7409.0,
11/10/2022,29,9558.0,
11/11/2022,29,7301.3,
11/12/2022,29,8293.2,
11/13/2022,29,9333.8,
11/14/2022,29,9059.6,
11/15/2022,29,12633.1,
1/1/2022,30,6674.7,
1/2/2022,30,2971.9,
1/3/2022,30,6158.1,
1/4/2022,30,3324.6,
1/5/2022,30,3365.7,
1/6/2022,30,4969.7,
1/7/2022,30,2878.2,
1/8/2022,30,5183.6,
1/9/2022,30,5599.3,
1/10/2022,30,4759.8,
1/11/2022,30,5883.0,
1/12/2022,30,3973.1,
1/13/2022,30,3360.9,
1/14/2022,30,2735.2,
1/15/2022,30,2075.4,
1/16/2022,30,4859.5,
1/17/2022,30,4698.1,
1/18/2022,30,7334.2,
1/19/2022,30,7863.1,
1/20/2022,30,7726.3,
1/21/2022,30,7898.8,
1/22/2022,30,8673.0,
1/23/2022,30,8793.1,
1/24/2022,30,8643.0,
1/25/2022,30,8592.2,
1/26/2022,30,8842.0,
1/27/2022,30,8687.3,
1/28/2022,30,7722.4,
1/29/2022,30,5729.5,
1/30/2022,30,8962.7,
1/31/2022,30,3684.1,
2/1/2022,30,9616.9,
2/2/2022,30,9773.8,
2/3/2022,30,8966.4,
2/4/2022,30,9848.9,
2/5/2022,30,8506.4,
2/6/2022,30,9835.3,
2/7/2022,30,9776.0,
2/8/2022,30,9654.3,
2/9/2022,30,8667.0,
2/10/2022,30,9818.0,
2/11/2022,30,9793.1,
2/12/2022,30,9887.7,
2/13/2022,30,9916.5,
2/14/2022,30,8639.0,
2/15/2022,30,7746.6,
2/16/2022,30,11348.3,
2/17/2022,30,10072.8,
2/18/2022,30,2008.3,
2/19/2022,30,2085.9,
2/20/2022,30,532.1,
2/21/2022,30,2128.8,
2/22/2022,30,3401.8,
2/23/2022,30,12341.3,
2/24/2022,30,4178.5,
2/25/2022,30,8180.4,
2/26/2022,30,1077.4,
2/27/2022,30,4472.2,
2/28/2022,30,12095.2,
3/1/2022,30,9939.0,
3/2/2022,30,10276.5,
3/3/2022,30,5248.3,
3/4/2022,30,4358.5,
3/5/2022,30,7186.5,
3/6/2022,30,9795.2,
3/7/2022,30,12406.2,
3/8/2022,30,12908.8,
3/9/2022,30,11630.2,
3/10/2022,30,12839.0,
3/11/2022,30,13173.8,
3/12/2022,30,12986.6,
3/13/2022,30,10888.5,
3/14/2022,30,13300.9,
3/15/2022,30,6673.3,
3/16/2022,30,13694.2,
3/17/2022,30,6881.9,
3/18/2022,30,12401.3,
3/19/2022,30,2556.8,
3/20/2022,30,2311.2,
3/21/2022,30,8548.0,
3/22/2022,30,13503.8,
3/23/2022,30,11875.1,
3/24/2022,30,13672.9,
3/25/2022,30,11537.0,
3/26/2022,30,13352.2,
3/27/2022,30,11917.6,
3/28/2022,30,5028.7,
3/29/2022,30,8930.0,
3/30/2022,30,11404.4,
3/31/2022,30,12696.6,
4/1/2022,30,14062.0,
4/2/2022,30,13341.6,
4/3/2022,30,12576.9,
4/4/2022,30,12021.2,
4/5/2022,30,15007.0,
4/6/2022,30,14849.4,
4/7/2022,30,14357.2,
4/8/2022,30,14536.8,
4/9/2022,30,15181.9,
4/10/2022,30,14562.1,
4/11/2022,30,9370.1,
4/12/2022,30,4786.3,
4/13/2022,30,9912.3,
4/14/2022,30,13094.0,
4/15/2022,30,12094.0,
4/16/2022,30,9229.7,
4/17/2022,30,10903.1,
4/18/2022,30,13392.3,
4/19/2022,30,13170.7,
4/20/2022,30,15020.9,
4/21/2022,30,5632.6,
4/22/2022,30,10544.2,
4/23/2022,30,16223.7,
4/24/2022,30,15706.9,
4/25/2022,30,14640.3,
4/26/2022,30,10147.1,
4/27/2022,30,15356.5,
4/28/2022,30,12022.7,
4/29/2022,30,16223.2,
4/30/2022,30,16125.7,
5/1/2022,30,13045.1,
5/2/2022,30,16196.0,
5/3/2022,30,16453.3,
5/4/2022,30,15009.6,
5/5/2022,30,14167.1,
5/6/2022,30,16229.2,
5/7/2022,30,14773.3,
5/8/2022,30,14600.0,
5/9/2022,30,12294.3,
5/10/2022,30,12420.7,
5/11/2022,30,5073.5,
5/12/2022,30,5567.6,
5/13/2022,30,16632.6,
5/14/2022,30,15872.7,
5/15/2022,30,14181.8,
5/16/2022,30,16777.6,
5/17/2022,30,16327.4,
5/18/2022,30,16116.1,
5/19/2022,30,13419.2,
5/20/2022,30,16741.2,
5/21/2022,30,15187.4,
5/22/2022,30,12289.4,
5/23/2022,30,14721.1,
5/24/2022,30,16714.7,
5/25/2022,30,14073.8,
5/26/2022,30,14813.6,
5/27/2022,30,14582.8,
5/28/2022,30,15140.5,
5/29/2022,30,16997.3,
5/30/2022,30,17108.4,
5/31/2022,30,16972.4,
6/1/2022,30,16949.3,
6/2/2022,30,14563.5,
6/3/2022,30,15189.2,
6/4/2022,30,13644.5,
6/5/2022,30,16703.7,
6/6/2022,30,16705.4,
6/7/2022,30,16815.7,
6/8/2022,30,15853.8,
6/9/2022,30,15179.0,
6/10/2022,30,16906.7,
6/11/2022,30,16999.5,
6/12/2022,30,15170.9,
6/13/2022,30,17553.3,
6/14/2022,30,17176.3,
6/15/2022,30,17306.9,
6/16/2022,30,16802.8,
6/17/2022,30,11542.9,
6/18/2022,30,17593.1,
6/19/2022,30,17563.1,
6/20/2022,30,17123.9,
6/21/2022,30,17164.2,
6/22/2022,30,10242.4,
6/23/2022,30,15528.7,
6/24/2022,30,16685.3,
6/25/2022,30,16806.0,
6/26/2022,30,17019.2,
6/27/2022,30,17069.5,
6/28/2022,30,16867.3,
6/29/2022,30,16613.5,
6/30/2022,30,17032.7,
7/1/2022,30,16085.2,
7/2/2022,30,16781.2,
7/3/2022,30,10687.9,
7/4/2022,30,11524.4,
7/5/2022,30,16435.4,
7/6/2022,30,16449.0,
7/7/2022,30,16639.4,
7/8/2022,30,15819.3,
7/9/2022,30,16536.0,
7/10/2022,30,16719.5,
7/11/2022,30,16273.4,
7/12/2022,30,15951.0,
7/13/2022,30,16364.5,
7/14/2022,30,16123.9,
7/15/2022,30,16209.1,
7/16/2022,30,16037.9,
7/17/2022,30,15135.3,
7/18/2022,30,10074.8,
7/19/2022,30,15646.5,
7/20/2022,30,15861.8,
7/21/2022,30,16232.1,
7/22/2022,30,16462.5,
7/23/2022,30,16079.7,
7/24/2022,30,16124.4,
7/25/2022,30,15817.6,
7/26/2022,30,15749.7,
7/27/2022,30,14820.2,
7/28/2022,30,14382.3,
7/29/2022,30,14065.3,
7/30/2022,30,12998.8,
7/31/2022,30,7661.3,
8/1/2022,30,11113.4,
8/2/2022,30,14196.2,
8/3/2022,30,14071.2,
8/4/2022,30,11113.8,
8/5/2022,30,10507.3,
8/6/2022,30,15374.8,
8/7/2022,30,15361.8,
8/8/2022,30,13682.7,
8/9/2022,30,14380.9,
8/10/2022,30,15101.8,
8/11/2022,30,15184.9,
8/12/2022,30,15255.6,
8/13/2022,30,15083.8,
8/14/2022,30,15258.8,
8/15/2022,30,14794.9,
8/16/2022,30,14294.6,
8/17/2022,30,11580.3,
8/18/2022,30,14079.3,
8/19/2022,30,14308.4,
8/20/2022,30,14117.9,
8/21/2022,30,14064.1,
8/22/2022,30,14306.8,
8/23/2022,30,14213.6,
8/24/2022,30,13375.1,
8/25/2022,30,13460.2,
8/26/2022,30,13672.1,
8/27/2022,30,12763.7,
8/28/2022,30,13677.3,
8/29/2022,30,13315.0,
8/30/2022,30,13116.0,
8/31/2022,30,13074.2,
9/1/2022,30,13124.8,
9/2/2022,30,12769.2,
9/3/2022,30,13197.1,
9/4/2022,30,12613.5,
9/5/2022,30,12084.1,
9/6/2022,30,11883.2,
9/7/2022,30,2663.7,
9/8/2022,30,10612.6,
9/9/2022,30,11208.8,
9/10/2022,30,5460.1,
9/11/2022,30,10830.7,
9/12/2022,30,12428.8,
9/13/2022,30,10602.6,
9/14/2022,30,14666.3,
9/15/2022,30,10864.0,
9/16/2022,30,19379.9,
9/17/2022,30,18874.6,
9/18/2022,30,8318.2,
9/19/2022,30,5634.8,
9/20/2022,30,20001.8,
9/21/2022,30,18312.9,
9/22/2022,30,20027.9,
9/23/2022,30,19451.2,
9/24/2022,30,18548.1,
9/25/2022,30,17593.2,
9/26/2022,30,17817.0,
9/27/2022,30,18183.9,
9/28/2022,30,18128.4,
9/29/2022,30,18061.4,
9/30/2022,30,17806.8,
10/1/2022,30,17522.8,
10/2/2022,30,17751.0,
10/3/2022,30,0.0,
10/4/2022,30,17031.6,
10/5/2022,30,16542.1,
10/6/2022,30,16119.9,
10/7/2022,30,16138.3,
10/8/2022,30,15936.5,
10/9/2022,30,16016.9,
10/10/2022,30,15944.7,
10/11/2022,30,15875.8,
10/12/2022,30,15440.0,
10/13/2022,30,15082.7,
10/14/2022,30,15246.5,
10/15/2022,30,14949.7,
10/16/2022,30,14959.2,
10/17/2022,30,14704.2,
10/18/2022,30,13032.0,
10/19/2022,30,13677.9,
10/20/2022,30,9824.1,
10/21/2022,30,13649.3,
10/22/2022,30,9774.8,
10/23/2022,30,15174.6,
10/24/2022,30,14966.6,
10/25/2022,30,14073.0,
10/26/2022,30,10306.4,
10/27/2022,30,16038.7,
10/28/2022,30,9330.6,
10/29/2022,30,8853.2,
10/30/2022,30,8997.3,
10/31/2022,30,3093.7,
11/1/2022,30,6273.1,
11/2/2022,30,7389.2,
11/3/2022,30,6842.5,
11/4/2022,30,6517.6,
11/5/2022,30,2996.5,
11/6/2022,30,1027.4,
11/7/2022,30,2069.2,
11/8/2022,30,1735.8,
11/9/2022,30,7267.1,
11/10/2022,30,9542.5,
11/11/2022,30,7308.6,
11/12/2022,30,8270.7,
11/13/2022,30,9362.3,
11/14/2022,30,8966.7,
11/15/2022,30,12729.0,
1/1/2022,31,6682.2,
1/2/2022,31,3329.3,
1/3/2022,31,6293.8,
1/4/2022,31,3611.9,
1/5/2022,31,3592.2,
1/6/2022,31,5049.2,
1/7/2022,31,2873.3,
1/8/2022,31,5003.1,
1/9/2022,31,5680.0,
1/10/2022,31,4794.4,
1/11/2022,31,5787.4,
1/12/2022,31,4009.1,
1/13/2022,31,3350.3,
1/14/2022,31,2670.6,
1/15/2022,31,2087.3,
1/16/2022,31,4879.3,
1/17/2022,31,4719.0,
1/18/2022,31,7346.9,
1/19/2022,31,7885.7,
1/20/2022,31,7749.0,
1/21/2022,31,7891.7,
1/22/2022,31,8690.4,
1/23/2022,31,8812.4,
1/24/2022,31,8659.3,
1/25/2022,31,8593.7,
1/26/2022,31,8888.2,
1/27/2022,31,8720.5,
1/28/2022,31,7722.9,
1/29/2022,31,5721.5,
1/30/2022,31,8968.2,
1/31/2022,31,3675.3,
2/1/2022,31,9680.3,
2/2/2022,31,9479.2,
2/3/2022,31,9015.2,
2/4/2022,31,9863.9,
2/5/2022,31,8564.6,
2/6/2022,31,9834.3,
2/7/2022,31,9836.2,
2/8/2022,31,9680.6,
2/9/2022,31,8645.7,
2/10/2022,31,9820.3,
2/11/2022,31,9787.7,
2/12/2022,31,9985.0,
2/13/2022,31,9940.9,
2/14/2022,31,8655.6,
2/15/2022,31,7890.8,
2/16/2022,31,11414.6,
2/17/2022,31,10104.3,
2/18/2022,31,1966.6,
2/19/2022,31,2089.6,
2/20/2022,31,633.1,
2/21/2022,31,2323.7,
2/22/2022,31,3444.4,
2/23/2022,31,12472.0,
2/24/2022,31,4188.6,
2/25/2022,31,8506.5,
2/26/2022,31,1197.1,
2/27/2022,31,4748.6,
2/28/2022,31,12144.3,
3/1/2022,31,9998.8,
3/2/2022,31,10446.8,
3/3/2022,31,5177.0,
3/4/2022,31,4396.0,
3/5/2022,31,7685.8,
3/6/2022,31,10630.2,
3/7/2022,31,12646.2,
3/8/2022,31,13012.6,
3/9/2022,31,11663.8,
3/10/2022,31,13050.4,
3/11/2022,31,13301.3,
3/12/2022,31,13119.0,
3/13/2022,31,11037.3,
3/14/2022,31,13483.7,
3/15/2022,31,6544.3,
3/16/2022,31,13907.0,
3/17/2022,31,7001.6,
3/18/2022,31,12674.0,
3/19/2022,31,2450.6,
3/20/2022,31,2433.0,
3/21/2022,31,8599.5,
3/22/2022,31,13508.7,
3/23/2022,31,11732.1,
3/24/2022,31,13773.6,
3/25/2022,31,11563.9,
3/26/2022,31,13438.1,
3/27/2022,31,11885.9,
3/28/2022,31,4909.7,
3/29/2022,31,9442.4,
3/30/2022,31,11528.7,
3/31/2022,31,12561.7,
4/1/2022,31,14158.4,
4/2/2022,31,13324.6,
4/3/2022,31,12580.4,
4/4/2022,31,12411.7,
4/5/2022,31,15038.4,
4/6/2022,31,14859.0,
4/7/2022,31,14342.4,
4/8/2022,31,14531.9,
4/9/2022,31,15181.4,
4/10/2022,31,14556.8,
4/11/2022,31,9357.7,
4/12/2022,31,4419.1,
4/13/2022,31,10034.5,
4/14/2022,31,13231.0,
4/15/2022,31,13022.7,
4/16/2022,31,9245.5,
4/17/2022,31,10876.8,
4/18/2022,31,13438.0,
4/19/2022,31,13212.5,
4/20/2022,31,15873.7,
4/21/2022,31,5586.3,
4/22/2022,31,10623.1,
4/23/2022,31,16139.2,
4/24/2022,31,15511.7,
4/25/2022,31,14646.8,
4/26/2022,31,10260.0,
4/27/2022,31,15247.0,
4/28/2022,31,12149.6,
4/29/2022,31,16242.5,
4/30/2022,31,16126.5,
5/1/2022,31,11923.1,
5/2/2022,31,16180.5,
5/3/2022,31,16802.6,
5/4/2022,31,14805.0,
5/5/2022,31,13965.4,
5/6/2022,31,15758.1,
5/7/2022,31,14533.2,
5/8/2022,31,15211.9,
5/9/2022,31,11989.1,
5/10/2022,31,12735.5,
5/11/2022,31,4525.9,
5/12/2022,31,5654.9,
5/13/2022,31,16877.9,
5/14/2022,31,16524.2,
5/15/2022,31,14088.4,
5/16/2022,31,16868.9,
5/17/2022,31,16697.0,
5/18/2022,31,16317.2,
5/19/2022,31,14563.6,
5/20/2022,31,16695.7,
5/21/2022,31,15170.7,
5/22/2022,31,12352.6,
5/23/2022,31,14255.7,
5/24/2022,31,16803.3,
5/25/2022,31,13652.7,
5/26/2022,31,14790.4,
5/27/2022,31,14598.7,
5/28/2022,31,15142.3,
5/29/2022,31,17290.4,
5/30/2022,31,17390.1,
5/31/2022,31,17204.5,
6/1/2022,31,16986.2,
6/2/2022,31,14504.3,
6/3/2022,31,15213.0,
6/4/2022,31,13787.2,
6/5/2022,31,16825.0,
6/6/2022,31,16818.7,
6/7/2022,31,16891.8,
6/8/2022,31,16064.5,
6/9/2022,31,15252.4,
6/10/2022,31,17062.6,
6/11/2022,31,16994.7,
6/12/2022,31,15270.7,
6/13/2022,31,17466.7,
6/14/2022,31,17363.6,
6/15/2022,31,17612.9,
6/16/2022,31,17465.4,
6/17/2022,31,11490.4,
6/18/2022,31,17849.0,
6/19/2022,31,17529.1,
6/20/2022,31,17540.5,
6/21/2022,31,17362.3,
6/22/2022,31,10159.9,
6/23/2022,31,15597.1,
6/24/2022,31,16910.1,
6/25/2022,31,17007.1,
6/26/2022,31,17222.1,
6/27/2022,31,17265.1,
6/28/2022,31,17286.5,
6/29/2022,31,16869.6,
6/30/2022,31,17666.1,
7/1/2022,31,16562.2,
7/2/2022,31,17258.0,
7/3/2022,31,12490.1,
7/4/2022,31,11814.3,
7/5/2022,31,16834.7,
7/6/2022,31,16858.5,
7/7/2022,31,17010.5,
7/8/2022,31,16113.6,
7/9/2022,31,16970.2,
7/10/2022,31,17086.0,
7/11/2022,31,16608.4,
7/12/2022,31,16341.4,
7/13/2022,31,16663.9,
7/14/2022,31,16345.1,
7/15/2022,31,16415.9,
7/16/2022,31,16266.4,
7/17/2022,31,15344.0,
7/18/2022,31,10285.8,
7/19/2022,31,15884.1,
7/20/2022,31,15990.8,
7/21/2022,31,16379.2,
7/22/2022,31,16545.0,
7/23/2022,31,16305.3,
7/24/2022,31,16241.8,
7/25/2022,31,15997.5,
7/26/2022,31,15860.6,
7/27/2022,31,15005.1,
7/28/2022,31,14553.9,
7/29/2022,31,14131.1,
7/30/2022,31,13100.4,
7/31/2022,31,7680.6,
8/1/2022,31,11299.7,
8/2/2022,31,14338.8,
8/3/2022,31,14291.8,
8/4/2022,31,11092.2,
8/5/2022,31,10574.5,
8/6/2022,31,15603.9,
8/7/2022,31,15482.5,
8/8/2022,31,13741.3,
8/9/2022,31,14499.7,
8/10/2022,31,15257.1,
8/11/2022,31,15314.6,
8/12/2022,31,15315.6,
8/13/2022,31,15245.3,
8/14/2022,31,15359.0,
8/15/2022,31,14945.6,
8/16/2022,31,14475.0,
8/17/2022,31,11689.9,
8/18/2022,31,14203.9,
8/19/2022,31,14462.1,
8/20/2022,31,14301.7,
8/21/2022,31,14157.4,
8/22/2022,31,14439.7,
8/23/2022,31,14291.5,
8/24/2022,31,13455.7,
8/25/2022,31,13550.4,
8/26/2022,31,13797.0,
8/27/2022,31,12911.8,
8/28/2022,31,13848.7,
8/29/2022,31,13464.3,
8/30/2022,31,13268.3,
8/31/2022,31,13149.1,
9/1/2022,31,13286.6,
9/2/2022,31,13009.2,
9/3/2022,31,13335.5,
9/4/2022,31,12821.2,
9/5/2022,31,12214.4,
9/6/2022,31,12067.2,
9/7/2022,31,2708.3,
9/8/2022,31,10752.9,
9/9/2022,31,11402.0,
9/10/2022,31,5587.7,
9/11/2022,31,11074.6,
9/12/2022,31,12801.6,
9/13/2022,31,11417.8,
9/14/2022,31,14646.4,
9/15/2022,31,10781.4,
9/16/2022,31,19420.9,
9/17/2022,31,18846.9,
9/18/2022,31,8699.4,
9/19/2022,31,5679.3,
9/20/2022,31,19875.1,
9/21/2022,31,18226.0,
9/22/2022,31,20104.3,
9/23/2022,31,19429.9,
9/24/2022,31,18619.1,
9/25/2022,31,17567.2,
9/26/2022,31,17930.6,
9/27/2022,31,18140.8,
9/28/2022,31,18111.1,
9/29/2022,31,18023.8,
9/30/2022,31,17681.9,
10/1/2022,31,17527.9,
10/2/2022,31,17747.0,
10/3/2022,31,0.0,
10/4/2022,31,17198.3,
10/5/2022,31,16486.1,
10/6/2022,31,16111.2,
10/7/2022,31,16154.5,
10/8/2022,31,15955.3,
10/9/2022,31,16004.7,
10/10/2022,31,15894.8,
10/11/2022,31,15796.5,
10/12/2022,31,15419.8,
10/13/2022,31,15020.7,
10/14/2022,31,15162.0,
10/15/2022,31,14908.1,
10/16/2022,31,14912.0,
10/17/2022,31,14578.5,
10/18/2022,31,12900.0,
10/19/2022,31,13655.8,
10/20/2022,31,9904.2,
10/21/2022,31,13650.4,
10/22/2022,31,9550.4,
10/23/2022,31,15067.7,
10/24/2022,31,14834.3,
10/25/2022,31,14013.1,
10/26/2022,31,10189.9,
10/27/2022,31,15997.4,
10/28/2022,31,9218.0,
10/29/2022,31,8808.8,
10/30/2022,31,8915.5,
10/31/2022,31,3042.6,
11/1/2022,31,6264.6,
11/2/2022,31,7382.8,
11/3/2022,31,7141.1,
11/4/2022,31,6513.4,
11/5/2022,31,2976.2,
11/6/2022,31,1057.9,
11/7/2022,31,2041.6,
11/8/2022,31,1769.4,
11/9/2022,31,7477.5,
11/10/2022,31,9494.5,
11/11/2022,31,7272.6,
11/12/2022,31,8260.6,
11/13/2022,31,9354.5,
11/14/2022,31,8968.0,
11/15/2022,31,12976.3,
1/1/2022,32,6700.5,
1/2/2022,32,3352.7,
1/3/2022,32,6313.9,
1/4/2022,32,3421.8,
1/5/2022,32,3511.4,
1/6/2022,32,5146.2,
1/7/2022,32,2904.8,
1/8/2022,32,5043.5,
1/9/2022,32,5806.6,
1/10/2022,32,4845.8,
1/11/2022,32,5850.4,
1/12/2022,32,4036.4,
1/13/2022,32,3385.6,
1/14/2022,32,2705.2,
1/15/2022,32,2097.2,
1/16/2022,32,4816.1,
1/17/2022,32,4687.8,
1/18/2022,32,7380.7,
