PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2.4304524960766227,1.2405326076644323,1.007216213745826,0.7516167372985723,0.6665423358395924,0.5799521785448438,0.33014292918277105,0.2451331401901591,0.15676187449528706,0.016887342799002183
0.59071,0.15389,0.10145,0.05649,0.04443,0.03363,0.0109,0.00601,0.00246,3e-5
0.59071,0.7446,0.84605,0.90254,0.94697,0.98061,0.99151,0.99751,0.99997,1
