category,item,PC1,PC2,PC3,PC4,PC5,PC6
Beverages,Sprite (Small),-2.7089358797427843,-0.36717781116625,-0.5907671355460354,0.14708153785005912,-0.3148807275973421,0.6489327221649356
Beverages,Sprite (Medium),-2.6010074098005975,0.29087768024066135,-0.4882744597845764,0.3997404639240557,-0.31934192986916626,0.9996297983816487
Beverages,Sprite (Large),-2.478142931227812,1.0634273109467811,-0.36768686300833814,0.6952151508695069,-0.3261177229602956,1.4092144896375107
Beverages,Sprite (Child),-2.751652764231763,-0.7313950490891393,-0.6482058308618506,0.013416781698311883,-0.3055725207125047,0.465626155842655
Beverages,1% Low Fat Milk Jug,-2.046368821375943,-0.4294108411878498,-0.2915300128348118,-0.7057384584392395,0.27027210549679104,-1.067078411584279
Beverages,Fat Free Chocolate Milk Jug,-1.6645310216278004,-0.2796129205530482,-0.08268541086333257,-0.7162001618197699,0.5962783305461344,-0.7633544407506674
Beverages,Minute Maid 100% Apple Juice Box,-2.820567133391802,-1.2472380174828697,1.3893777925416568,2.62367891660997,-0.2960737899002711,-1.2073770035327214
Beverages,Minute Maid Orange Juice (Small),-2.7934216094221185,-1.1950797852319228,2.0367695650165407,3.731824974543914,-0.4714896001522015,-1.0699949512178177
Beverages,Minute Maid Orange Juice (Medium),-2.713004187913758,-0.9035949152018131,2.7236330856382702,4.705262390950712,-0.4620360336637278,-1.2968013790787396
Beverages,Minute Maid Orange Juice (Large),-2.658332181286753,-0.5714846243630839,4.470157482573997,7.258339000367805,-0.6054409066123456,-1.850902810391395
Beverages,Dasani Water Bottle,-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Iced Tea (Small),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Iced Tea (Medium),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Iced Tea (Large),-2.886076841907148,-1.7618423027820147,-0.8110601199948629,-0.37192506614478077,-0.28474120333875697,-0.0643623795096849
Coffee & Tea,Iced Tea (Child),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Sweet Tea (Small),-2.6890058073328738,-0.38170992010423827,-0.5856742748075604,0.13355185163094155,-0.28748455432534714,0.6212347906266993
Coffee & Tea,Sweet Tea (Medium),-2.6441977814410786,-0.0382275022066132,-0.5313895117632229,0.26199913424530574,-0.29442832678326314,0.797897635744146
Coffee & Tea,Sweet Tea (Large),-2.5831684787935023,0.29708039132793745,-0.48002766677462355,0.3914282512423212,-0.29431019102409284,0.9785755880482464
Coffee & Tea,Sweet Tea (Child),-2.7678740409875444,-0.7232205247260649,-0.6452829128061126,0.012434947315660569,-0.31263442892959087,0.4616110486560012
Coffee & Tea,Coffee (Small),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Coffee (Medium),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Coffee (Large),-2.9022981186629297,-1.7536677784189403,-0.808137201939125,-0.3729069005274321,-0.29180311155584315,-0.06837748669633878
Coffee & Tea,Latte (Small),-1.4039442904126949,-0.2996989873903131,-0.45708925887820506,-0.6730138296059102,0.11913289740974475,-0.8709595016201233
Coffee & Tea,Latte (Medium),-1.0586844681374783,-0.02465665830694116,-0.3679232257225105,-0.7231773511642724,0.17492738205605846,-0.9733255599322922
Coffee & Tea,Latte (Large),-0.3097985270406348,0.5848874143835308,-0.09994138847398557,-0.9301502181238889,0.4552196297207494,-1.3658314142023098
Coffee & Tea,Caramel Latte (Small),-1.2886385041735402,0.6577237670538822,-0.3060220262170164,-0.32005279555950633,0.09588730200145928,-0.38657113889726435
Coffee & Tea,Caramel Latte (Medium),-0.8943883732008967,1.2347788739843508,-0.16887909455993994,-0.2522039815782705,0.1494668830437001,-0.32556179450165434
Coffee & Tea,Caramel Latte (Large),-0.1156304148428568,2.073311225273239,0.13529258471814332,-0.37354532679497743,0.42512994906978047,-0.6002924186933744
Coffee & Tea,Hazelnut Latte (Small),-1.2886385041735402,0.6577237670538822,-0.3060220262170164,-0.32005279555950633,0.09588730200145928,-0.38657113889726435
Coffee & Tea,Hazelnut Latte (Medium),-0.8922972317980808,1.2140440539590864,-0.1720330268314177,-0.2574214551156536,0.15183131747062162,-0.3322055157064882
Coffee & Tea,Hazelnut Latte (Large),-0.11353927344004089,2.052576405247975,0.13213865244666556,-0.37876280033236054,0.42749438349670205,-0.6069361398982083
Coffee & Tea,French Vanilla Latte (Small),-1.2844562213679083,0.6162541270033538,-0.3123298907599719,-0.3304877426342725,0.10061617085530233,-0.39985858130693214
Coffee & Tea,French Vanilla Latte (Medium),-0.8218873218849903,1.080406835405594,-0.18410566652977806,-0.2935091689130531,0.17395446369869316,-0.38498293881650947
Coffee & Tea,French Vanilla Latte (Large),-0.13056642347345512,1.958817085974031,0.11719766370336418,-0.41636108766643215,0.4274445398890859,-0.6591800337325233
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Small),-1.2735418511635102,-0.1757286928831938,-0.37607194655294185,-0.5964282475502688,0.176406380382521,-0.7093476669244593
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Medium),-0.85679111153059,0.14145697778472102,-0.27587183229842466,-0.6257769727657575,0.27613513276953977,-0.7857812697720757
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Large),-0.14196537819662264,0.7529728637509913,-0.013213870004114534,-0.8254194614262907,0.524333733372071,-1.161248020895345
Coffee & Tea,Nonfat Latte (Small),-1.9906954923222542,-0.48210524904525676,-0.08215591929751806,-0.8648882243674831,0.5754373198776854,-0.918210005863623
Coffee & Tea,Nonfat Latte (Medium),-1.7558483294406153,-0.10952817000917542,0.19476811764437812,-1.081308056838241,0.804518786016746,-1.1996702813337445
Coffee & Tea,Nonfat Latte (Large),-1.2865037893023523,0.28026908852859694,0.40651726088773055,-1.1656495724124054,1.2113136398600344,-1.4500817245707838
Coffee & Tea,Nonfat Caramel Latte (Small),-1.8541802732440535,0.5276071846223541,0.07754443756401655,-0.48476385006177375,0.5569704369308592,-0.394865191716117
Coffee & Tea,Nonfat Caramel Latte (Medium),-1.5894610931012179,1.1291725422568522,0.39065831653547095,-0.6155521607896218,0.7814227214313093,-0.5585502371079409
Coffee & Tea,Nonfat Caramel Latte (Large),-1.0902445357017585,1.7479580793930412,0.6385973018083816,-0.6142621546208773,1.1835883936359872,-0.6911864502666822
Coffee & Tea,Nonfat Hazelnut Latte (Small),-1.8732985646802836,0.4545826853736743,0.06575738109219291,-0.5171446638584623,0.5545561588963214,-0.4404653643455981
Coffee & Tea,Nonfat Hazelnut Latte (Medium),-1.5894610931012179,1.1291725422568522,0.39065831653547095,-0.6155521607896218,0.7814227214313093,-0.5585502371079409
Coffee & Tea,Nonfat Hazelnut Latte (Large),-1.0902445357017585,1.7479580793930412,0.6385973018083816,-0.6142621546208773,1.1835883936359872,-0.6911864502666822
Coffee & Tea,Nonfat French Vanilla Latte (Small),-1.8712074232774676,0.43384786534841013,0.06260344882071515,-0.5223621373958454,0.556920593323243,-0.447109085550432
Coffee & Tea,Nonfat French Vanilla Latte (Medium),-1.5190511831881277,0.9955353237033598,0.3785856768371107,-0.6516398745870214,0.8035458676593807,-0.6113276602179623
